Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
61.0,49.0,55.0,40.0,34.0,28.0,16.0,18.0,31.0,30.0,16.0,8.0,20.0,29.0,29.0,7.0,10.0,-1.0,6.0,11.0,20.0,147.0,122.0,119.0,142.0,108.0,75.0,65.0,101.0,100.0,81.0,76.0,76.0,55.0,44.0,56.0,60.0,53.0,50.0,24.0,42.0,59.0,34.0,12.0,9.0,34.0,32.0,10.0,-5.0,-33.0,-24.0,-15.0,15.0,-11.0,14.0,12.0,-12.0,-34.0,-39.0,-6.0,-40.0,-11.0,-15.0,-30.0
53.0,42.0,51.0,46.0,36.0,28.0,20.0,5.0,21.0,22.0,10.0,-1.0,10.0,25.0,8.0,-12.0,-8.0,-13.0,-9.0,-8.0,6.0,123.0,101.0,96.0,117.0,86.0,59.0,53.0,78.0,80.0,60.0,55.0,54.0,37.0,31.0,48.0,53.0,45.0,21.0,15.0,19.0,47.0,11.0,11.0,-11.0,19.0,9.0,-10.0,-31.0,-56.0,-53.0,-36.0,-12.0,-43.0,-16.0,-20.0,-40.0,-61.0,-76.0,-39.0,-67.0,-42.0,-42.0,-63.0
28.0,17.0,24.0,18.0,13.0,10.0,1.0,-18.0,-10.0,-5.0,-15.0,-26.0,-7.0,6.0,-12.0,-32.0,-24.0,-32.0,-26.0,-35.0,-10.0,114.0,103.0,107.0,108.0,73.0,51.0,50.0,88.0,63.0,51.0,41.0,39.0,24.0,17.0,37.0,45.0,39.0,30.0,8.0,18.0,52.0,18.0,10.0,-13.0,33.0,8.0,-7.0,-24.0,-44.0,-42.0,-26.0,3.0,-24.0,1.0,-20.0,-21.0,-43.0,-61.0,-27.0,-51.0,-26.0,-25.0,-48.0
35.0,24.0,34.0,18.0,22.0,14.0,13.0,3.0,6.0,11.0,2.0,-6.0,15.0,10.0,11.0,-8.0,11.0,-5.0,-3.0,-6.0,13.0,142.0,132.0,140.0,128.0,89.0,71.0,67.0,119.0,82.0,53.0,51.0,53.0,37.0,31.0,41.0,47.0,48.0,41.0,16.0,36.0,61.0,29.0,20.0,7.0,36.0,35.0,24.0,11.0,-7.0,-4.0,6.0,25.0,3.0,7.0,6.0,21.0,-9.0,-29.0,-1.0,-24.0,-1.0,6.0,-18.0
34.0,31.0,36.0,21.0,26.0,11.0,9.0,13.0,20.0,22.0,8.0,0.0,16.0,11.0,25.0,5.0,27.0,10.0,7.0,-16.0,7.0,125.0,114.0,121.0,114.0,80.0,66.0,52.0,93.0,67.0,51.0,53.0,52.0,34.0,23.0,31.0,41.0,39.0,26.0,10.0,30.0,48.0,15.0,12.0,2.0,21.0,24.0,21.0,9.0,-7.0,-5.0,1.0,16.0,-7.0,-5.0,-19.0,12.0,-19.0,-37.0,-24.0,-37.0,-17.0,-20.0,-37.0
46.0,46.0,44.0,27.0,35.0,23.0,14.0,29.0,34.0,33.0,15.0,1.0,17.0,23.0,35.0,14.0,36.0,16.0,9.0,-24.0,13.0,147.0,136.0,144.0,145.0,106.0,84.0,71.0,119.0,89.0,77.0,76.0,75.0,58.0,48.0,56.0,69.0,60.0,50.0,29.0,43.0,59.0,44.0,18.0,-17.0,31.0,-91.0,-3.0,7.0,1.0,3.0,7.0,26.0,2.0,14.0,-4.0,10.0,-4.0,-31.0,4.0,-20.0,4.0,-3.0,-14.0
54.0,49.0,58.0,39.0,52.0,42.0,40.0,33.0,32.0,36.0,24.0,7.0,27.0,33.0,18.0,13.0,39.0,18.0,13.0,-8.0,18.0,155.0,147.0,153.0,149.0,109.0,89.0,83.0,130.0,87.0,73.0,69.0,71.0,59.0,50.0,62.0,68.0,62.0,55.0,32.0,49.0,63.0,43.0,16.0,36.0,35.0,116.0,46.0,30.0,14.0,12.0,14.0,27.0,4.0,27.0,41.0,44.0,14.0,-18.0,5.0,7.0,25.0,14.0,-6.0
48.0,34.0,38.0,27.0,42.0,30.0,34.0,40.0,33.0,19.0,10.0,-1.0,20.0,27.0,43.0,24.0,37.0,13.0,5.0,-11.0,11.0,140.0,136.0,131.0,138.0,97.0,74.0,65.0,99.0,85.0,68.0,53.0,53.0,39.0,29.0,42.0,42.0,46.0,53.0,16.0,45.0,46.0,42.0,10.0,41.0,26.0,135.0,54.0,26.0,7.0,2.0,3.0,16.0,-6.0,13.0,29.0,34.0,3.0,-22.0,-17.0,-5.0,18.0,9.0,-16.0
41.0,20.0,19.0,6.0,15.0,8.0,8.0,31.0,21.0,2.0,-11.0,-21.0,6.0,16.0,30.0,5.0,19.0,-6.0,-10.0,-15.0,6.0,140.0,124.0,124.0,135.0,87.0,62.0,50.0,86.0,74.0,60.0,39.0,40.0,26.0,18.0,26.0,30.0,34.0,31.0,4.0,31.0,35.0,34.0,9.0,21.0,20.0,49.0,18.0,5.0,-3.0,-8.0,0.0,18.0,0.0,12.0,18.0,21.0,3.0,-13.0,-3.0,-6.0,21.0,20.0,-11.0
29.0,12.0,14.0,6.0,11.0,5.0,6.0,18.0,15.0,2.0,-17.0,-28.0,2.0,10.0,17.0,-5.0,6.0,-13.0,-8.0,-8.0,1.0,137.0,114.0,119.0,133.0,85.0,60.0,48.0,83.0,68.0,61.0,42.0,45.0,27.0,20.0,25.0,24.0,31.0,31.0,3.0,36.0,40.0,44.0,8.0,31.0,30.0,52.0,27.0,6.0,-8.0,-7.0,1.0,18.0,-2.0,6.0,26.0,26.0,5.0,-5.0,12.0,6.0,33.0,31.0,2.0
35.0,18.0,17.0,14.0,22.0,11.0,13.0,21.0,9.0,1.0,-17.0,-23.0,1.0,11.0,23.0,-11.0,-2.0,-17.0,-10.0,-7.0,6.0,130.0,126.0,132.0,129.0,84.0,64.0,53.0,87.0,65.0,60.0,37.0,42.0,26.0,20.0,31.0,29.0,34.0,29.0,3.0,27.0,40.0,46.0,0.0,16.0,23.0,39.0,13.0,-10.0,-28.0,-27.0,-9.0,18.0,-5.0,-1.0,19.0,8.0,-15.0,-9.0,-6.0,-3.0,15.0,20.0,-9.0
19.0,-1.0,3.0,-2.0,11.0,-1.0,12.0,-6.0,-17.0,-20.0,-33.0,-32.0,-7.0,1.0,-1.0,-39.0,-24.0,-32.0,-22.0,-25.0,-3.0,111.0,101.0,112.0,110.0,63.0,42.0,35.0,77.0,51.0,36.0,15.0,17.0,6.0,4.0,12.0,14.0,22.0,14.0,-6.0,9.0,28.0,33.0,-2.0,10.0,16.0,25.0,-2.0,-18.0,-39.0,-37.0,-17.0,14.0,-10.0,-4.0,10.0,-3.0,-26.0,-14.0,-10.0,-13.0,4.0,14.0,-2.0
7.0,-14.0,-16.0,-17.0,-8.0,-15.0,-1.0,-17.0,-24.0,-31.0,-39.0,-36.0,-11.0,-9.0,-4.0,-39.0,-26.0,-31.0,-22.0,-32.0,-8.0,93.0,73.0,84.0,94.0,44.0,21.0,16.0,65.0,48.0,27.0,7.0,4.0,-7.0,-10.0,-3.0,-1.0,59.0,7.0,-6.0,10.0,19.0,39.0,1.0,14.0,12.0,26.0,-8.0,-17.0,-39.0,-37.0,-24.0,-3.0,-21.0,-15.0,12.0,-7.0,-31.0,-30.0,-31.0,-17.0,-7.0,5.0,-6.0
2.0,-12.0,-17.0,-17.0,-2.0,-7.0,8.0,-13.0,-20.0,-30.0,-29.0,-33.0,-7.0,7.0,3.0,-32.0,-12.0,-24.0,-15.0,-29.0,2.0,91.0,74.0,92.0,88.0,39.0,22.0,26.0,85.0,15.0,13.0,4.0,6.0,-2.0,-4.0,12.0,19.0,105.0,-7.0,10.0,12.0,47.0,27.0,6.0,21.0,34.0,36.0,10.0,-1.0,-10.0,-11.0,-4.0,13.0,2.0,14.0,27.0,21.0,0.0,-15.0,-7.0,9.0,19.0,34.0,32.0
8.0,12.0,13.0,11.0,21.0,11.0,25.0,18.0,12.0,4.0,-2.0,-4.0,15.0,29.0,34.0,5.0,29.0,7.0,9.0,2.0,18.0,84.0,60.0,71.0,87.0,47.0,25.0,12.0,44.0,30.0,34.0,33.0,32.0,17.0,12.0,16.0,4.0,71.0,32.0,-4.0,52.0,29.0,70.0,-6.0,63.0,23.0,83.0,58.0,41.0,29.0,23.0,19.0,24.0,3.0,1.0,67.0,53.0,23.0,-2.0,1.0,43.0,49.0,57.0,71.0
61.0,56.0,43.0,26.0,29.0,11.0,18.0,62.0,52.0,28.0,13.0,-2.0,10.0,12.0,60.0,28.0,42.0,11.0,2.0,-11.0,4.0,137.0,108.0,115.0,167.0,108.0,64.0,40.0,75.0,117.0,101.0,76.0,65.0,39.0,34.0,34.0,23.0,104.0,82.0,-2.0,77.0,24.0,86.0,-3.0,69.0,7.0,80.0,51.0,26.0,2.0,-4.0,-11.0,-6.0,-25.0,-18.0,45.0,26.0,-12.0,-38.0,-35.0,14.0,15.0,18.0,44.0
89.0,63.0,48.0,24.0,26.0,20.0,25.0,65.0,50.0,20.0,-1.0,-11.0,2.0,1.0,51.0,17.0,26.0,-7.0,-14.0,-20.0,-4.0,224.0,192.0,208.0,239.0,161.0,107.0,99.0,162.0,148.0,132.0,89.0,79.0,55.0,59.0,60.0,68.0,153.0,77.0,15.0,64.0,36.0,60.0,6.0,31.0,14.0,-26.0,12.0,3.0,-18.0,-26.0,-22.0,-12.0,-20.0,-9.0,8.0,4.0,-26.0,-42.0,-34.0,-10.0,-1.0,5.0,30.0
76.0,49.0,38.0,16.0,22.0,20.0,29.0,45.0,29.0,6.0,-15.0,-14.0,1.0,13.0,17.0,-10.0,-1.0,-23.0,-29.0,-11.0,2.0,223.0,198.0,214.0,225.0,153.0,106.0,103.0,185.0,123.0,118.0,79.0,72.0,52.0,59.0,61.0,81.0,171.0,53.0,24.0,38.0,35.0,36.0,17.0,10.0,20.0,-11.0,-11.0,-23.0,-41.0,-43.0,-30.0,-13.0,-11.0,-3.0,-11.0,-18.0,-48.0,-40.0,-32.0,-36.0,-20.0,-10.0,-12.0
64.0,37.0,26.0,13.0,21.0,17.0,32.0,22.0,12.0,-6.0,-23.0,-18.0,4.0,18.0,5.0,-22.0,-16.0,-33.0,-37.0,-30.0,-3.0,248.0,229.0,253.0,254.0,172.0,124.0,122.0,214.0,142.0,131.0,86.0,83.0,63.0,65.0,68.0,93.0,185.0,56.0,31.0,42.0,45.0,31.0,20.0,48.0,25.0,137.0,21.0,-15.0,-51.0,-49.0,-30.0,-8.0,-8.0,-4.0,-4.0,-18.0,-53.0,-32.0,-30.0,-44.0,-33.0,-11.0,-35.0
79.0,50.0,41.0,26.0,35.0,29.0,39.0,37.0,25.0,8.0,-8.0,-5.0,12.0,16.0,29.0,-5.0,-6.0,-21.0,-23.0,-23.0,10.0,277.0,256.0,276.0,283.0,201.0,149.0,136.0,225.0,173.0,159.0,109.0,109.0,87.0,85.0,84.0,96.0,181.0,87.0,34.0,60.0,50.0,59.0,17.0,45.0,27.0,71.0,14.0,1.0,-24.0,-21.0,-1.0,16.0,8.0,12.0,-4.0,-1.0,-22.0,-4.0,-12.0,-23.0,-10.0,14.0,-16.0
99.0,70.0,57.0,42.0,52.0,37.0,40.0,48.0,45.0,25.0,5.0,8.0,8.0,14.0,33.0,7.0,10.0,1.0,-11.0,-22.0,10.0,278.0,252.0,258.0,287.0,206.0,152.0,123.0,211.0,170.0,158.0,115.0,115.0,93.0,92.0,86.0,91.0,163.0,83.0,26.0,59.0,38.0,55.0,8.0,34.0,17.0,45.0,8.0,2.0,-6.0,-5.0,10.0,16.0,-1.0,-2.0,-5.0,9.0,-3.0,5.0,7.0,-5.0,8.0,30.0,-4.0
86.0,64.0,57.0,48.0,56.0,40.0,36.0,27.0,33.0,21.0,13.0,10.0,10.0,21.0,22.0,-2.0,7.0,7.0,1.0,-26.0,9.0,255.0,233.0,239.0,264.0,184.0,138.0,116.0,206.0,142.0,138.0,97.0,100.0,83.0,83.0,77.0,84.0,156.0,62.0,24.0,45.0,40.0,26.0,12.0,25.0,24.0,43.0,7.0,3.0,0.0,11.0,22.0,38.0,18.0,10.0,3.0,26.0,23.0,29.0,14.0,5.0,22.0,45.0,-2.0
72.0,51.0,53.0,48.0,58.0,42.0,41.0,29.0,26.0,26.0,22.0,23.0,26.0,37.0,22.0,3.0,20.0,26.0,20.0,-5.0,32.0,241.0,218.0,234.0,248.0,171.0,128.0,119.0,204.0,135.0,127.0,87.0,93.0,78.0,79.0,81.0,89.0,153.0,58.0,36.0,44.0,57.0,37.0,23.0,34.0,42.0,49.0,22.0,29.0,30.0,39.0,52.0,63.0,44.0,39.0,30.0,55.0,48.0,48.0,29.0,24.0,43.0,63.0,18.0
65.0,56.0,56.0,57.0,72.0,58.0,61.0,38.0,41.0,44.0,43.0,38.0,37.0,52.0,40.0,24.0,43.0,51.0,39.0,11.0,47.0,242.0,221.0,237.0,245.0,176.0,137.0,131.0,204.0,128.0,128.0,97.0,106.0,89.0,91.0,93.0,98.0,150.0,64.0,43.0,54.0,61.0,55.0,24.0,45.0,40.0,61.0,36.0,53.0,53.0,55.0,63.0,62.0,34.0,35.0,42.0,77.0,51.0,39.0,34.0,39.0,43.0,58.0,25.0
81.0,78.0,78.0,77.0,92.0,69.0,69.0,57.0,62.0,71.0,63.0,51.0,45.0,55.0,60.0,44.0,68.0,65.0,52.0,22.0,53.0,243.0,225.0,248.0,241.0,179.0,145.0,139.0,217.0,131.0,137.0,108.0,111.0,96.0,99.0,101.0,98.0,148.0,72.0,40.0,64.0,60.0,52.0,26.0,49.0,46.0,63.0,44.0,52.0,50.0,49.0,50.0,52.0,24.0,24.0,35.0,70.0,34.0,20.0,14.0,31.0,31.0,34.0,19.0
80.0,75.0,77.0,73.0,89.0,62.0,62.0,53.0,46.0,60.0,50.0,37.0,36.0,45.0,43.0,26.0,48.0,43.0,31.0,10.0,30.0,225.0,203.0,221.0,232.0,167.0,133.0,129.0,197.0,126.0,127.0,102.0,105.0,91.0,96.0,97.0,89.0,132.0,53.0,31.0,54.0,46.0,35.0,21.0,40.0,33.0,46.0,25.0,24.0,24.0,15.0,20.0,25.0,4.0,11.0,19.0,37.0,3.0,-12.0,-3.0,8.0,10.0,13.0,3.0
72.0,70.0,76.0,73.0,88.0,64.0,67.0,38.0,34.0,52.0,44.0,33.0,33.0,45.0,39.0,23.0,34.0,27.0,16.0,0.0,24.0,229.0,210.0,225.0,240.0,174.0,140.0,138.0,206.0,133.0,135.0,111.0,115.0,101.0,104.0,107.0,96.0,140.0,61.0,43.0,67.0,48.0,52.0,26.0,52.0,31.0,60.0,34.0,32.0,19.0,2.0,10.0,13.0,1.0,2.0,11.0,34.0,-7.0,-19.0,-11.0,-3.0,0.0,-6.0,-2.0
91.0,79.0,79.0,76.0,87.0,64.0,72.0,51.0,52.0,56.0,41.0,31.0,25.0,44.0,54.0,29.0,36.0,18.0,8.0,0.0,23.0,230.0,216.0,238.0,239.0,175.0,137.0,134.0,210.0,135.0,131.0,105.0,107.0,89.0,93.0,94.0,88.0,131.0,65.0,45.0,68.0,48.0,52.0,30.0,46.0,33.0,55.0,21.0,23.0,1.0,-14.0,-7.0,0.0,-4.0,3.0,19.0,9.0,-29.0,-20.0,-20.0,-18.0,-11.0,-21.0,-5.0
78.0,61.0,64.0,59.0,65.0,43.0,58.0,26.0,28.0,34.0,24.0,9.0,7.0,27.0,30.0,3.0,15.0,-2.0,-10.0,-16.0,11.0,218.0,201.0,219.0,221.0,161.0,124.0,117.0,188.0,126.0,118.0,93.0,98.0,78.0,79.0,81.0,74.0,99.0,52.0,34.0,55.0,52.0,31.0,25.0,26.0,22.0,30.0,-7.0,-3.0,-26.0,-39.0,-26.0,-17.0,-16.0,-2.0,-3.0,-18.0,-46.0,-34.0,-34.0,-36.0,-27.0,-33.0,-30.0
71.0,52.0,58.0,60.0,68.0,48.0,58.0,13.0,10.0,26.0,20.0,11.0,13.0,32.0,14.0,-10.0,8.0,-5.0,-3.0,-21.0,11.0,224.0,207.0,220.0,225.0,162.0,135.0,130.0,190.0,121.0,113.0,90.0,105.0,91.0,94.0,98.0,84.0,59.0,41.0,43.0,45.0,45.0,22.0,28.0,24.0,36.0,26.0,-11.0,-8.0,-21.0,-29.0,-13.0,2.0,-3.0,16.0,-17.0,-15.0,-33.0,-22.0,-21.0,-31.0,-15.0,-30.0,-23.0
62.0,51.0,63.0,68.0,80.0,69.0,73.0,17.0,13.0,27.0,28.0,31.0,33.0,42.0,13.0,-12.0,14.0,4.0,14.0,3.0,16.0,215.0,196.0,206.0,206.0,155.0,131.0,130.0,179.0,102.0,102.0,91.0,108.0,96.0,96.0,98.0,81.0,23.0,32.0,45.0,44.0,46.0,30.0,25.0,26.0,16.0,24.0,-15.0,-10.0,-16.0,-18.0,-4.0,11.0,-8.0,-2.0,-17.0,-13.0,-24.0,-14.0,-10.0,-29.0,-14.0,-36.0,-17.0
67.0,59.0,67.0,67.0,73.0,61.0,68.0,18.0,20.0,27.0,31.0,28.0,28.0,31.0,18.0,-6.0,17.0,5.0,11.0,6.0,12.0,191.0,171.0,179.0,199.0,149.0,117.0,102.0,148.0,118.0,116.0,97.0,106.0,90.0,84.0,84.0,64.0,13.0,43.0,34.0,49.0,53.0,35.0,17.0,13.0,23.0,-64.0,-33.0,-7.0,-6.0,-7.0,6.0,17.0,2.0,1.0,-25.0,-8.0,-9.0,-11.0,9.0,-20.0,-3.0,-34.0,-12.0
66.0,60.0,70.0,62.0,71.0,49.0,68.0,14.0,26.0,32.0,34.0,28.0,28.0,22.0,8.0,-2.0,23.0,16.0,20.0,13.0,29.0,181.0,154.0,162.0,187.0,133.0,100.0,79.0,136.0,98.0,105.0,86.0,94.0,78.0,74.0,67.0,48.0,5.0,35.0,26.0,36.0,45.0,18.0,17.0,24.0,21.0,8.0,-7.0,23.0,22.0,16.0,29.0,36.0,16.0,5.0,-6.0,29.0,14.0,7.0,27.0,0.0,18.0,-14.0,5.0
67.0,71.0,73.0,63.0,63.0,35.0,61.0,51.0,53.0,53.0,42.0,32.0,27.0,21.0,41.0,39.0,56.0,39.0,36.0,9.0,22.0,180.0,150.0,153.0,188.0,137.0,95.0,70.0,127.0,109.0,114.0,96.0,97.0,79.0,62.0,56.0,41.0,-3.0,62.0,21.0,70.0,36.0,42.0,18.0,95.0,17.0,184.0,68.0,70.0,59.0,41.0,50.0,48.0,20.0,0.0,40.0,70.0,38.0,32.0,41.0,25.0,41.0,5.0,24.0
88.0,91.0,79.0,72.0,61.0,34.0,55.0,80.0,84.0,72.0,54.0,42.0,25.0,23.0,83.0,69.0,81.0,56.0,42.0,11.0,24.0,190.0,158.0,155.0,199.0,148.0,100.0,72.0,117.0,133.0,126.0,98.0,97.0,79.0,56.0,56.0,39.0,-7.0,82.0,17.0,88.0,29.0,70.0,14.0,94.0,20.0,125.0,74.0,70.0,63.0,46.0,51.0,44.0,16.0,10.0,52.0,77.0,49.0,40.0,38.0,41.0,57.0,23.0,36.0
90.0,79.0,70.0,60.0,48.0,23.0,39.0,73.0,79.0,54.0,36.0,25.0,11.0,13.0,84.0,61.0,70.0,43.0,24.0,2.0,17.0,170.0,131.0,127.0,177.0,124.0,75.0,56.0,101.0,117.0,106.0,70.0,70.0,52.0,37.0,40.0,29.0,-18.0,70.0,11.0,79.0,26.0,63.0,12.0,83.0,16.0,104.0,69.0,67.0,50.0,26.0,33.0,30.0,11.0,7.0,49.0,73.0,35.0,27.0,31.0,39.0,53.0,24.0,35.0
67.0,48.0,41.0,26.0,16.0,1.0,21.0,57.0,55.0,29.0,5.0,-6.0,-14.0,-9.0,70.0,41.0,44.0,16.0,-8.0,-33.0,-5.0,153.0,120.0,119.0,168.0,107.0,56.0,41.0,96.0,99.0,93.0,50.0,47.0,32.0,19.0,22.0,15.0,-25.0,52.0,3.0,62.0,19.0,50.0,9.0,67.0,6.0,93.0,54.0,47.0,21.0,-4.0,5.0,-2.0,-18.0,-22.0,31.0,49.0,8.0,4.0,22.0,17.0,36.0,4.0,22.0
55.0,37.0,23.0,7.0,2.0,-8.0,12.0,39.0,39.0,15.0,-8.0,-15.0,-24.0,-12.0,56.0,24.0,25.0,1.0,-18.0,-40.0,-11.0,134.0,105.0,106.0,148.0,91.0,41.0,31.0,86.0,87.0,76.0,40.0,31.0,15.0,3.0,15.0,8.0,-20.0,43.0,3.0,50.0,20.0,39.0,6.0,56.0,11.0,68.0,37.0,23.0,0.0,-16.0,-2.0,-8.0,-18.0,-21.0,25.0,33.0,-4.0,8.0,20.0,-1.0,20.0,1.0,13.0
41.0,23.0,12.0,-9.0,-6.0,-10.0,14.0,25.0,24.0,2.0,-17.0,-14.0,-22.0,-6.0,41.0,12.0,15.0,-3.0,-13.0,-24.0,-4.0,116.0,91.0,96.0,128.0,72.0,27.0,25.0,70.0,70.0,59.0,26.0,15.0,6.0,-4.0,11.0,12.0,-23.0,25.0,3.0,37.0,27.0,15.0,6.0,42.0,18.0,52.0,29.0,22.0,2.0,-10.0,8.0,11.0,4.0,-4.0,16.0,30.0,0.0,24.0,38.0,-3.0,15.0,10.0,5.0
