Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
14.0,-7.0,5.0,4.0,-7.0,12.0,-14.0,3.0,10.0,1.0,5.0,10.0,-10.0,-26.0,1.0,-2.0,-6.0,2.0,1.0,-22.0,-17.0,-51.0,-54.0,-58.0,-36.0,-39.0,-25.0,-20.0,-41.0,-18.0,-35.0,-9.0,-11.0,-2.0,13.0,-6.0,-29.0,-39.0,7.0,-8.0,-11.0,-14.0,-66.0,-7.0,-4.0,-13.0,-30.0,-14.0,1.0,0.0,2.0,-14.0,-13.0,-40.0,-27.0,-23.0,-2.0,-12.0,-13.0,-26.0,-22.0,-12.0,-10.0,-28.0
15.0,-13.0,3.0,3.0,-7.0,14.0,-11.0,-5.0,2.0,-4.0,4.0,10.0,-5.0,-21.0,-13.0,-11.0,-11.0,2.0,1.0,-20.0,-10.0,-54.0,-45.0,-45.0,-39.0,-42.0,-31.0,-22.0,-39.0,-21.0,-40.0,-15.0,-17.0,-6.0,10.0,-7.0,-27.0,-36.0,-3.0,-4.0,-17.0,-7.0,1.0,-4.0,-1.0,-4.0,-30.0,-17.0,-2.0,-2.0,1.0,-6.0,-5.0,-27.0,-17.0,-22.0,-2.0,-7.0,0.0,-15.0,-21.0,-7.0,-5.0,-23.0
-1.0,-24.0,-5.0,2.0,-6.0,15.0,-6.0,-17.0,-7.0,-6.0,4.0,13.0,1.0,-14.0,-18.0,-18.0,-11.0,7.0,7.0,-14.0,-2.0,-55.0,-41.0,-41.0,-42.0,-46.0,-31.0,-20.0,-34.0,-28.0,-45.0,-21.0,-18.0,-3.0,14.0,1.0,-22.0,-34.0,-11.0,-11.0,-31.0,-4.0,17.0,-10.0,4.0,-1.0,-24.0,-10.0,4.0,5.0,8.0,5.0,8.0,-22.0,-13.0,-20.0,4.0,5.0,8.0,-7.0,-13.0,2.0,5.0,-13.0
7.0,-16.0,2.0,12.0,3.0,24.0,-1.0,-8.0,2.0,1.0,11.0,22.0,9.0,-12.0,-10.0,-10.0,-3.0,16.0,15.0,-7.0,3.0,-47.0,-37.0,-37.0,-32.0,-36.0,-24.0,-12.0,-29.0,-11.0,-34.0,-13.0,-13.0,2.0,18.0,5.0,-18.0,-30.0,7.0,-8.0,-17.0,2.0,8.0,-24.0,13.0,-3.0,-17.0,-5.0,10.0,10.0,13.0,7.0,10.0,-20.0,-10.0,-10.0,9.0,11.0,12.0,-2.0,-4.0,10.0,11.0,2.0
12.0,-13.0,-1.0,6.0,-1.0,19.0,-2.0,-1.0,5.0,-1.0,6.0,16.0,8.0,-12.0,1.0,-5.0,-1.0,14.0,13.0,-6.0,7.0,-43.0,-35.0,-35.0,-27.0,-31.0,-23.0,-11.0,-28.0,-6.0,-27.0,-8.0,-12.0,0.0,18.0,5.0,-15.0,-25.0,15.0,2.0,-1.0,6.0,17.0,2.0,23.0,7.0,-4.0,3.0,13.0,14.0,16.0,9.0,11.0,-14.0,3.0,0.0,12.0,14.0,15.0,9.0,3.0,18.0,20.0,15.0
21.0,-2.0,6.0,11.0,4.0,25.0,6.0,8.0,10.0,2.0,6.0,16.0,7.0,-6.0,7.0,-3.0,-3.0,12.0,10.0,-10.0,4.0,-42.0,-37.0,-38.0,-27.0,-31.0,-24.0,-10.0,-28.0,-13.0,-29.0,-10.0,-14.0,-3.0,16.0,3.0,-17.0,-26.0,7.0,-2.0,-11.0,-6.0,-1.0,4.0,6.0,-5.0,-18.0,-13.0,-8.0,-9.0,-6.0,-14.0,-12.0,-40.0,-21.0,-25.0,-13.0,-13.0,-14.0,-24.0,-25.0,-12.0,-9.0,-17.0
1.0,-22.0,-14.0,-10.0,-16.0,1.0,-16.0,-22.0,-21.0,-25.0,-18.0,-11.0,-25.0,-35.0,-28.0,-34.0,-32.0,-19.0,-22.0,-43.0,-32.0,-65.0,-60.0,-62.0,-51.0,-53.0,-49.0,-36.0,-50.0,-34.0,-53.0,-35.0,-39.0,-28.0,-11.0,-24.0,-43.0,-48.0,-20.0,-29.0,-51.0,-31.0,-48.0,-25.0,-32.0,-33.0,-53.0,-41.0,-30.0,-31.0,-29.0,-44.0,-41.0,-65.0,-45.0,-41.0,-33.0,-31.0,-33.0,-42.0,-44.0,-29.0,-27.0,-35.0
-23.0,-47.0,-33.0,-35.0,-41.0,-27.0,-46.0,-40.0,-36.0,-41.0,-34.0,-32.0,-49.0,-59.0,-43.0,-46.0,-45.0,-35.0,-36.0,-61.0,-47.0,-73.0,-70.0,-72.0,-58.0,-62.0,-58.0,-50.0,-58.0,-39.0,-60.0,-41.0,-44.0,-32.0,-21.0,-32.0,-51.0,-55.0,-17.0,-32.0,-38.0,-28.0,-37.0,-24.0,-25.0,-32.0,-55.0,-36.0,-23.0,-24.0,-21.0,-39.0,-36.0,-58.0,-41.0,-37.0,-22.0,-19.0,-22.0,-32.0,-30.0,-14.0,-14.0,-23.0
-4.0,-26.0,-14.0,-15.0,-23.0,-11.0,-31.0,-13.0,-11.0,-17.0,-13.0,-11.0,-31.0,-43.0,-16.0,-22.0,-23.0,-13.0,-14.0,-41.0,-29.0,-53.0,-48.0,-49.0,-36.0,-41.0,-36.0,-27.0,-33.0,-21.0,-40.0,-22.0,-22.0,-10.0,2.0,-9.0,-30.0,-34.0,2.0,-14.0,-21.0,-13.0,-4.0,-17.0,-5.0,-20.0,-30.0,-17.0,-6.0,-5.0,-3.0,-21.0,-20.0,-40.0,-27.0,-18.0,-6.0,-5.0,-13.0,-25.0,-17.0,-5.0,-5.0,-16.0
2.0,-22.0,-8.0,-4.0,-13.0,-6.0,-24.0,-15.0,-7.0,-12.0,-5.0,-4.0,-27.0,-42.0,-14.0,-16.0,-15.0,-8.0,-10.0,-39.0,-27.0,-51.0,-48.0,-49.0,-36.0,-40.0,-36.0,-26.0,-35.0,-25.0,-43.0,-27.0,-25.0,-14.0,1.0,-13.0,-33.0,-40.0,-5.0,-25.0,-23.0,-26.0,-24.0,-10.0,-12.0,-27.0,-27.0,-17.0,-8.0,-7.0,-5.0,-26.0,-26.0,-46.0,-36.0,-18.0,-10.0,-11.0,-23.0,-35.0,-22.0,-12.0,-12.0,-24.0
-7.0,-32.0,-18.0,-16.0,-24.0,-16.0,-35.0,-21.0,-15.0,-23.0,-17.0,-14.0,-36.0,-52.0,-24.0,-25.0,-25.0,-17.0,-20.0,-49.0,-43.0,-56.0,-54.0,-55.0,-42.0,-45.0,-45.0,-36.0,-44.0,-32.0,-51.0,-35.0,-34.0,-26.0,-10.0,-22.0,-42.0,-48.0,-12.0,-32.0,-30.0,-30.0,-25.0,-28.0,-24.0,-29.0,-45.0,-31.0,-20.0,-20.0,-17.0,-35.0,-33.0,-60.0,-44.0,-36.0,-21.0,-24.0,-29.0,-42.0,-37.0,-24.0,-23.0,-37.0
-18.0,-41.0,-31.0,-27.0,-34.0,-23.0,-42.0,-32.0,-23.0,-34.0,-27.0,-21.0,-40.0,-53.0,-34.0,-34.0,-35.0,-23.0,-25.0,-50.0,-42.0,-69.0,-64.0,-65.0,-55.0,-59.0,-59.0,-46.0,-52.0,-46.0,-64.0,-47.0,-44.0,-35.0,-17.0,-30.0,-46.0,-49.0,-19.0,-23.0,-39.0,-14.0,-8.0,-62.0,-24.0,-27.0,-45.0,-31.0,-18.0,-17.0,-15.0,-31.0,-27.0,-52.0,-35.0,-34.0,-17.0,-20.0,-22.0,-40.0,-31.0,-19.0,-21.0,-31.0
-17.0,-41.0,-30.0,-27.0,-31.0,-19.0,-32.0,-28.0,-18.0,-27.0,-21.0,-13.0,-29.0,-40.0,-25.0,-27.0,-28.0,-13.0,-14.0,-38.0,-25.0,-61.0,-55.0,-56.0,-50.0,-53.0,-51.0,-39.0,-44.0,-37.0,-56.0,-40.0,-39.0,-30.0,-10.0,-23.0,-36.0,-37.0,-15.0,-14.0,-34.0,-12.0,-27.0,2.0,-25.0,-15.0,-35.0,-24.0,-10.0,-10.0,-7.0,-21.0,-18.0,-39.0,-26.0,-26.0,-12.0,-14.0,-16.0,-31.0,-22.0,-12.0,-12.0,-22.0
-21.0,-44.0,-27.0,-23.0,-29.0,-14.0,-34.0,-35.0,-26.0,-27.0,-17.0,-10.0,-27.0,-39.0,-30.0,-35.0,-32.0,-12.0,-14.0,-37.0,-25.0,-71.0,-64.0,-65.0,-63.0,-66.0,-59.0,-46.0,-51.0,-52.0,-71.0,-54.0,-52.0,-37.0,-18.0,-29.0,-46.0,-47.0,-40.0,-25.0,-54.0,-25.0,-41.0,1.0,-46.0,-16.0,-52.0,-34.0,-21.0,-21.0,-18.0,-27.0,-24.0,-42.0,-29.0,-37.0,-23.0,-22.0,-17.0,-36.0,-38.0,-23.0,-22.0,-40.0
-36.0,-54.0,-33.0,-23.0,-33.0,-14.0,-35.0,-47.0,-34.0,-31.0,-18.0,-7.0,-23.0,-39.0,-46.0,-44.0,-36.0,-14.0,-15.0,-37.0,-25.0,-72.0,-64.0,-65.0,-62.0,-66.0,-58.0,-42.0,-44.0,-47.0,-65.0,-48.0,-46.0,-30.0,-11.0,-20.0,-41.0,-42.0,-32.0,-20.0,-57.0,-15.0,-39.0,-35.0,-42.0,-25.0,-68.0,-45.0,-22.0,-22.0,-19.0,-25.0,-24.0,-48.0,-39.0,-50.0,-24.0,-15.0,-15.0,-39.0,-40.0,-21.0,-21.0,-41.0
-31.0,-48.0,-29.0,-17.0,-25.0,-10.0,-30.0,-45.0,-33.0,-31.0,-19.0,-7.0,-20.0,-40.0,-52.0,-48.0,-37.0,-15.0,-16.0,-39.0,-25.0,-71.0,-59.0,-60.0,-56.0,-60.0,-56.0,-38.0,-41.0,-44.0,-63.0,-46.0,-47.0,-30.0,-9.0,-18.0,-37.0,-36.0,-28.0,-21.0,-56.0,-24.0,-60.0,-12.0,-49.0,-27.0,-71.0,-47.0,-24.0,-24.0,-21.0,-25.0,-26.0,-49.0,-37.0,-51.0,-25.0,-15.0,-10.0,-30.0,-35.0,-14.0,-12.0,-31.0
-33.0,-50.0,-35.0,-24.0,-30.0,-11.0,-32.0,-49.0,-40.0,-38.0,-27.0,-14.0,-26.0,-46.0,-55.0,-53.0,-44.0,-20.0,-21.0,-43.0,-25.0,-83.0,-65.0,-68.0,-60.0,-63.0,-63.0,-45.0,-49.0,-49.0,-67.0,-52.0,-52.0,-38.0,-16.0,-27.0,-45.0,-46.0,-36.0,-26.0,-65.0,-31.0,-58.0,-6.0,-55.0,-25.0,-72.0,-48.0,-28.0,-27.0,-25.0,-26.0,-23.0,-47.0,-34.0,-55.0,-30.0,-16.0,-6.0,-30.0,-39.0,-14.0,-12.0,-31.0
-41.0,-58.0,-45.0,-32.0,-39.0,-18.0,-33.0,-62.0,-48.0,-46.0,-34.0,-21.0,-31.0,-51.0,-64.0,-62.0,-52.0,-24.0,-26.0,-46.0,-27.0,-73.0,-71.0,-73.0,-69.0,-73.0,-70.0,-54.0,-58.0,-58.0,-75.0,-58.0,-57.0,-44.0,-22.0,-32.0,-49.0,-52.0,-46.0,-20.0,-77.0,-22.0,-51.0,-23.0,-59.0,-27.0,-78.0,-55.0,-35.0,-35.0,-33.0,-31.0,-24.0,-47.0,-33.0,-62.0,-36.0,-25.0,-12.0,-38.0,-46.0,-25.0,-23.0,-40.0
-39.0,-52.0,-43.0,-29.0,-35.0,-14.0,-29.0,-61.0,-45.0,-43.0,-30.0,-16.0,-27.0,-43.0,-66.0,-63.0,-53.0,-22.0,-23.0,-43.0,-22.0,-69.0,-65.0,-67.0,-59.0,-63.0,-60.0,-45.0,-50.0,-42.0,-67.0,-45.0,-45.0,-31.0,-13.0,-24.0,-44.0,-43.0,-30.0,-25.0,-65.0,-16.0,-48.0,-17.0,-54.0,-23.0,-74.0,-53.0,-40.0,-40.0,-37.0,-35.0,-27.0,-51.0,-39.0,-59.0,-42.0,-38.0,-27.0,-48.0,-56.0,-37.0,-34.0,-49.0
-29.0,-42.0,-33.0,-21.0,-29.0,-11.0,-35.0,-56.0,-43.0,-39.0,-26.0,-16.0,-31.0,-46.0,-67.0,-64.0,-55.0,-26.0,-28.0,-49.0,-29.0,-67.0,-61.0,-61.0,-53.0,-56.0,-54.0,-41.0,-45.0,-39.0,-63.0,-42.0,-41.0,-27.0,-11.0,-24.0,-43.0,-45.0,-34.0,-28.0,-62.0,-21.0,-58.0,-26.0,-54.0,-26.0,-73.0,-57.0,-45.0,-45.0,-43.0,-44.0,-33.0,-55.0,-42.0,-67.0,-46.0,-44.0,-35.0,-44.0,-58.0,-34.0,-33.0,-43.0
-27.0,-40.0,-28.0,-14.0,-21.0,-7.0,-29.0,-50.0,-32.0,-30.0,-16.0,-8.0,-24.0,-39.0,-58.0,-55.0,-45.0,-16.0,-18.0,-40.0,-20.0,-55.0,-50.0,-50.0,-45.0,-48.0,-42.0,-29.0,-37.0,-41.0,-55.0,-32.0,-28.0,-12.0,3.0,-8.0,-29.0,-35.0,-32.0,-11.0,-62.0,-3.0,-53.0,-36.0,-51.0,-16.0,-66.0,-52.0,-36.0,-35.0,-33.0,-32.0,-25.0,-46.0,-30.0,-60.0,-37.0,-38.0,-31.0,-38.0,-50.0,-30.0,-30.0,-42.0
-23.0,-32.0,-17.0,-1.0,-10.0,4.0,-17.0,-50.0,-25.0,-23.0,-8.0,-2.0,-18.0,-35.0,-52.0,-48.0,-39.0,-13.0,-14.0,-40.0,-20.0,-51.0,-43.0,-43.0,-42.0,-46.0,-36.0,-25.0,-33.0,-41.0,-56.0,-30.0,-25.0,-7.0,7.0,-4.0,-27.0,-34.0,-36.0,-15.0,-64.0,-16.0,-36.0,-15.0,-59.0,-22.0,-71.0,-56.0,-37.0,-37.0,-34.0,-41.0,-38.0,-59.0,-40.0,-57.0,-39.0,-43.0,-47.0,-54.0,-54.0,-40.0,-42.0,-46.0
-20.0,-29.0,-14.0,-1.0,-12.0,-5.0,-26.0,-46.0,-25.0,-24.0,-10.0,-5.0,-28.0,-52.0,-58.0,-45.0,-38.0,-20.0,-22.0,-51.0,-36.0,-46.0,-41.0,-41.0,-36.0,-40.0,-29.0,-24.0,-30.0,-32.0,-48.0,-23.0,-22.0,-4.0,7.0,-4.0,-29.0,-35.0,-21.0,-25.0,-54.0,-33.0,-43.0,-12.0,-44.0,-39.0,-61.0,-45.0,-33.0,-33.0,-30.0,-48.0,-47.0,-67.0,-56.0,-46.0,-34.0,-41.0,-52.0,-59.0,-56.0,-43.0,-46.0,-55.0
-11.0,-26.0,-10.0,-3.0,-10.0,-12.0,-31.0,-36.0,-22.0,-17.0,-8.0,-7.0,-37.0,-61.0,-52.0,-39.0,-32.0,-19.0,-20.0,-53.0,-45.0,-44.0,-44.0,-47.0,-33.0,-37.0,-25.0,-22.0,-28.0,-29.0,-44.0,-22.0,-20.0,-4.0,12.0,-4.0,-30.0,-34.0,-23.0,-25.0,-55.0,-34.0,-43.0,-27.0,-36.0,-41.0,-55.0,-36.0,-26.0,-26.0,-23.0,-44.0,-43.0,-64.0,-55.0,-43.0,-27.0,-32.0,-46.0,-57.0,-51.0,-36.0,-39.0,-52.0
-12.0,-26.0,-9.0,-2.0,-9.0,-13.0,-34.0,-33.0,-19.0,-16.0,-8.0,-10.0,-42.0,-65.0,-46.0,-34.0,-27.0,-18.0,-20.0,-54.0,-49.0,-47.0,-40.0,-39.0,-36.0,-40.0,-30.0,-26.0,-33.0,-32.0,-46.0,-23.0,-21.0,-6.0,7.0,-11.0,-36.0,-41.0,-24.0,-29.0,-50.0,-33.0,-46.0,-34.0,-39.0,-44.0,-53.0,-35.0,-21.0,-21.0,-18.0,-42.0,-44.0,-67.0,-54.0,-34.0,-21.0,-27.0,-45.0,-53.0,-38.0,-24.0,-29.0,-35.0
-6.0,-21.0,-6.0,1.0,-10.0,-14.0,-39.0,-21.0,-10.0,-8.0,-1.0,-5.0,-37.0,-68.0,-32.0,-25.0,-17.0,-12.0,-13.0,-48.0,-48.0,-39.0,-30.0,-28.0,-26.0,-30.0,-24.0,-22.0,-29.0,-18.0,-35.0,-15.0,-12.0,1.0,12.0,-5.0,-30.0,-39.0,-11.0,-24.0,-36.0,-35.0,-14.0,-22.0,-21.0,-42.0,-35.0,-23.0,-14.0,-14.0,-11.0,-33.0,-39.0,-65.0,-55.0,-24.0,-17.0,-21.0,-40.0,-54.0,-39.0,-23.0,-29.0,-42.0
-7.0,-24.0,-7.0,2.0,-10.0,-12.0,-34.0,-24.0,-13.0,-13.0,-4.0,-6.0,-32.0,-64.0,-34.0,-31.0,-25.0,-16.0,-18.0,-51.0,-52.0,-49.0,-42.0,-42.0,-41.0,-44.0,-38.0,-34.0,-39.0,-35.0,-56.0,-34.0,-30.0,-15.0,-2.0,-17.0,-41.0,-50.0,-33.0,-34.0,-51.0,-45.0,-36.0,-35.0,-40.0,-54.0,-54.0,-44.0,-36.0,-36.0,-34.0,-45.0,-50.0,-78.0,-67.0,-56.0,-40.0,-38.0,-48.0,-66.0,-58.0,-38.0,-41.0,-56.0
