Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
5.0,29.0,33.0,43.0,43.0,25.0,12.0,2.0,10.0,31.0,28.0,32.0,32.0,-30.0,17.0,35.0,23.0,33.0,25.0,5.0,12.0,-40.0,-36.0,-66.0,-54.0,-8.0,1.0,-46.0,-37.0,-45.0,4.0,13.0,18.0,16.0,18.0,12.0,-28.0,-27.0,-18.0,3.0,-37.0,-32.0,-33.0,-2.0,-12.0,29.0,-12.0,20.0,25.0,7.0,26.0,6.0,20.0,7.0,-2.0,-12.0,18.0,32.0,-3.0,1.0,-24.0,1.0,-23.0,-43.0
-12.0,-1.0,2.0,15.0,10.0,-13.0,-22.0,-26.0,-22.0,-4.0,-5.0,-1.0,0.0,-53.0,-11.0,7.0,-2.0,3.0,-2.0,-25.0,-25.0,-63.0,-73.0,-100.0,-83.0,-45.0,-36.0,-48.0,-71.0,-85.0,-22.0,-29.0,-20.0,-22.0,-18.0,-33.0,-82.0,-57.0,-35.0,-48.0,-52.0,-61.0,-43.0,-10.0,-13.0,-47.0,-17.0,8.0,11.0,-11.0,6.0,-14.0,-9.0,-18.0,-23.0,-13.0,15.0,20.0,-18.0,-4.0,-26.0,1.0,-25.0,-48.0
-16.0,-7.0,-3.0,5.0,-1.0,-17.0,-20.0,-16.0,-11.0,-1.0,-6.0,0.0,-1.0,-55.0,10.0,21.0,6.0,11.0,1.0,-21.0,-31.0,-45.0,-46.0,-79.0,-53.0,-26.0,-25.0,-51.0,-53.0,-48.0,3.0,-4.0,-1.0,-3.0,1.0,-10.0,-43.0,-42.0,2.0,-18.0,-2.0,-20.0,-32.0,-30.0,-16.0,-15.0,-21.0,12.0,11.0,-6.0,7.0,-11.0,-6.0,-14.0,-24.0,-24.0,6.0,19.0,-21.0,-12.0,-35.0,-5.0,-28.0,-46.0
4.0,5.0,2.0,4.0,-3.0,-11.0,-11.0,-5.0,-8.0,7.0,-4.0,-3.0,3.0,-40.0,8.0,26.0,8.0,15.0,1.0,-19.0,-17.0,-41.0,-39.0,-68.0,-43.0,-29.0,-17.0,-41.0,-59.0,-55.0,8.0,5.0,4.0,4.0,1.0,-13.0,-68.0,-49.0,8.0,-23.0,8.0,-20.0,-19.0,-30.0,24.0,-4.0,3.0,31.0,30.0,13.0,23.0,12.0,21.0,5.0,-13.0,-6.0,23.0,35.0,0.0,5.0,-22.0,11.0,-17.0,-35.0
21.0,13.0,13.0,16.0,12.0,-4.0,-6.0,-1.0,8.0,20.0,9.0,10.0,15.0,-26.0,26.0,38.0,17.0,26.0,12.0,-9.0,-11.0,-60.0,-51.0,-85.0,-72.0,-25.0,-26.0,-27.0,-72.0,-58.0,-4.0,8.0,8.0,8.0,7.0,-6.0,-24.0,-26.0,12.0,-9.0,17.0,-27.0,-11.0,-33.0,2.0,-5.0,-6.0,26.0,10.0,-6.0,12.0,-2.0,-2.0,-5.0,-31.0,-18.0,8.0,17.0,-17.0,-13.0,-35.0,-9.0,-37.0,-52.0
16.0,19.0,22.0,23.0,5.0,-12.0,-8.0,2.0,14.0,23.0,5.0,-1.0,-3.0,-46.0,23.0,34.0,13.0,16.0,-2.0,-27.0,-33.0,-27.0,-26.0,-71.0,-22.0,-7.0,-17.0,-29.0,-76.0,-40.0,12.0,14.0,11.0,5.0,-5.0,-20.0,-45.0,-52.0,32.0,-21.0,9.0,-43.0,-1.0,-26.0,3.0,-36.0,-16.0,13.0,1.0,-13.0,3.0,-10.0,-19.0,-14.0,-37.0,-21.0,-4.0,14.0,-19.0,-8.0,-29.0,-7.0,-27.0,-31.0
14.0,6.0,6.0,5.0,-9.0,-31.0,-31.0,-30.0,-8.0,4.0,-10.0,-15.0,-15.0,-43.0,-3.0,13.0,-3.0,2.0,-12.0,-34.0,-26.0,-55.0,-44.0,-91.0,-62.0,-39.0,-31.0,-46.0,-72.0,-81.0,-20.0,-20.0,-21.0,-20.0,-25.0,-38.0,-74.0,-48.0,-7.0,-41.0,-25.0,-32.0,-33.0,-29.0,-22.0,-27.0,-20.0,5.0,-6.0,-13.0,3.0,-4.0,-2.0,-3.0,-27.0,-17.0,-4.0,16.0,-10.0,3.0,-29.0,2.0,-13.0,-27.0
-15.0,-13.0,-11.0,-5.0,-11.0,-27.0,-29.0,-16.0,-16.0,1.0,-8.0,-11.0,-11.0,-39.0,21.0,23.0,3.0,11.0,-6.0,-25.0,-26.0,-56.0,-49.0,-90.0,-56.0,-34.0,-45.0,-44.0,-52.0,-74.0,-10.0,-8.0,-13.0,-15.0,-14.0,-31.0,-86.0,-57.0,22.0,-49.0,-5.0,-43.0,-28.0,-45.0,-3.0,-35.0,-8.0,14.0,-11.0,-15.0,-3.0,-13.0,-10.0,-14.0,-37.0,-24.0,-14.0,4.0,-25.0,-15.0,-41.0,-10.0,-33.0,-43.0
-15.0,-16.0,-14.0,-11.0,-22.0,-37.0,-38.0,-21.0,-23.0,-17.0,-20.0,-22.0,-21.0,-50.0,8.0,1.0,-11.0,-9.0,-23.0,-34.0,-35.0,-60.0,-50.0,-94.0,-55.0,-39.0,-46.0,-45.0,-62.0,-83.0,-31.0,-21.0,-23.0,-24.0,-22.0,-43.0,-48.0,-48.0,2.0,-44.0,-10.0,-31.0,-39.0,-43.0,-20.0,-14.0,-22.0,-1.0,-23.0,-27.0,-12.0,-17.0,-6.0,-9.0,-24.0,-32.0,-13.0,1.0,-25.0,1.0,-35.0,-16.0,-30.0,-33.0
-4.0,-20.0,-22.0,-11.0,-23.0,-31.0,-31.0,-23.0,-23.0,-20.0,-20.0,-20.0,-13.0,-32.0,16.0,1.0,-8.0,-7.0,-14.0,-25.0,-22.0,-84.0,-58.0,-102.0,-74.0,-52.0,-53.0,-77.0,-118.0,-90.0,-29.0,-23.0,-29.0,-26.0,-23.0,-41.0,-94.0,-89.0,14.0,-49.0,-19.0,-55.0,-40.0,-8.0,-18.0,-45.0,-40.0,-11.0,-27.0,-31.0,-23.0,-26.0,-18.0,-17.0,-40.0,-44.0,-31.0,-14.0,-36.0,-15.0,-54.0,-33.0,-43.0,-56.0
-17.0,-25.0,-22.0,-13.0,-24.0,-34.0,-31.0,-43.0,-31.0,-26.0,-27.0,-26.0,-18.0,-45.0,-2.0,-7.0,-14.0,-15.0,-24.0,-39.0,-42.0,-81.0,-54.0,-92.0,-62.0,-43.0,-46.0,-63.0,-80.0,-64.0,-9.0,-17.0,-23.0,-22.0,-25.0,-42.0,-54.0,-58.0,21.0,-35.0,-42.0,-65.0,-17.0,-7.0,-26.0,2.0,-37.0,-15.0,-30.0,-40.0,-28.0,-26.0,-21.0,-12.0,-34.0,-50.0,-33.0,-20.0,-33.0,-12.0,-62.0,-36.0,-46.0,-60.0
-24.0,-19.0,-20.0,-10.0,-25.0,-37.0,-40.0,-36.0,-30.0,-29.0,-31.0,-31.0,-24.0,-46.0,1.0,-16.0,-26.0,-25.0,-32.0,-44.0,-34.0,-87.0,-60.0,-102.0,-80.0,-60.0,-36.0,-35.0,-76.0,-100.0,-30.0,-20.0,-25.0,-23.0,-27.0,-48.0,-79.0,-71.0,24.0,-47.0,-21.0,-36.0,-10.0,-22.0,-24.0,-31.0,-35.0,-10.0,-23.0,-40.0,-18.0,-18.0,-4.0,-6.0,-21.0,-45.0,-22.0,-7.0,-14.0,4.0,-54.0,-29.0,-27.0,-45.0
-15.0,-16.0,-14.0,-1.0,-10.0,-19.0,-15.0,-36.0,-25.0,-21.0,-22.0,-20.0,-8.0,-26.0,8.0,-8.0,-16.0,-14.0,-21.0,-27.0,-19.0,-71.0,-41.0,-73.0,-86.0,-34.0,-27.0,-19.0,-65.0,-71.0,-14.0,-18.0,-16.0,-15.0,-12.0,-34.0,-46.0,-41.0,-2.0,-28.0,-35.0,-40.0,-56.0,-19.0,-33.0,-10.0,-49.0,-13.0,-33.0,-47.0,-22.0,-21.0,-5.0,-12.0,-27.0,-52.0,-27.0,-14.0,-23.0,-7.0,-64.0,-49.0,-37.0,-65.0
-39.0,-34.0,-22.0,-1.0,-16.0,-18.0,-21.0,-39.0,-32.0,-26.0,-26.0,-20.0,-8.0,-15.0,27.0,-2.0,-13.0,-13.0,-13.0,-23.0,-25.0,-53.0,-25.0,-68.0,-50.0,-33.0,-30.0,-10.0,-71.0,-63.0,-4.0,-6.0,-6.0,-5.0,0.0,-16.0,-5.0,-26.0,21.0,-26.0,-21.0,-15.0,-35.0,-2.0,3.0,-9.0,-22.0,14.0,-12.0,-27.0,-8.0,-5.0,4.0,-5.0,-12.0,-30.0,-5.0,-2.0,-14.0,-7.0,-44.0,-42.0,-32.0,-61.0
-8.0,-18.0,-15.0,3.0,-7.0,-3.0,6.0,-18.0,-18.0,-17.0,-17.0,-9.0,-2.0,-5.0,48.0,-1.0,-5.0,-7.0,-8.0,-20.0,-17.0,-64.0,-39.0,-73.0,-70.0,-37.0,-38.0,-22.0,-86.0,-69.0,-15.0,-23.0,-21.0,-18.0,-12.0,-20.0,-33.0,-58.0,9.0,-14.0,-30.0,-6.0,-37.0,-13.0,-27.0,-5.0,-20.0,6.0,-22.0,-30.0,-5.0,-2.0,17.0,6.0,-2.0,-33.0,-14.0,2.0,-7.0,5.0,-47.0,-41.0,-23.0,-67.0
-32.0,-34.0,-28.0,-7.0,-8.0,-6.0,2.0,-54.0,-40.0,-29.0,-20.0,-7.0,3.0,-6.0,16.0,-18.0,-14.0,-9.0,-2.0,-10.0,-17.0,-69.0,-46.0,-78.0,-77.0,-39.0,-37.0,-33.0,-46.0,-72.0,-22.0,-23.0,-20.0,-20.0,-10.0,-20.0,-33.0,-34.0,5.0,-27.0,-44.0,-10.0,-36.0,-16.0,-45.0,-7.0,-49.0,-13.0,-34.0,-45.0,-18.0,-11.0,11.0,1.0,-8.0,-50.0,-29.0,-11.0,-14.0,-3.0,-62.0,-52.0,-36.0,-76.0
-46.0,-44.0,-36.0,-21.0,-20.0,-18.0,4.0,-50.0,-49.0,-40.0,-37.0,-23.0,-10.0,-11.0,20.0,-24.0,-27.0,-21.0,-15.0,-25.0,-30.0,-86.0,-50.0,-84.0,-92.0,-49.0,-47.0,-31.0,-79.0,-74.0,-23.0,-30.0,-35.0,-34.0,-24.0,-33.0,-52.0,-51.0,4.0,-17.0,-25.0,-15.0,-56.0,-16.0,-31.0,-13.0,-33.0,1.0,-26.0,-32.0,-8.0,-8.0,7.0,2.0,-15.0,-25.0,-14.0,-1.0,-12.0,3.0,-40.0,-43.0,-32.0,-70.0
-32.0,-36.0,-29.0,-17.0,-15.0,-11.0,-4.0,-35.0,-36.0,-24.0,-32.0,-16.0,-2.0,5.0,37.0,-7.0,-13.0,-12.0,-10.0,-18.0,-20.0,-79.0,-41.0,-70.0,-91.0,-49.0,-45.0,-35.0,-45.0,-79.0,-16.0,-24.0,-25.0,-26.0,-15.0,-23.0,-52.0,-15.0,-1.0,-17.0,-37.0,-17.0,-52.0,-21.0,-43.0,-4.0,-30.0,5.0,-11.0,-17.0,5.0,3.0,12.0,15.0,-7.0,-22.0,-13.0,11.0,-3.0,13.0,-43.0,-33.0,-33.0,-61.0
-26.0,-22.0,-10.0,-2.0,-5.0,-2.0,1.0,-33.0,-16.0,-6.0,-14.0,-4.0,10.0,11.0,40.0,3.0,3.0,-1.0,0.0,-13.0,-21.0,-69.0,-38.0,-67.0,-89.0,-37.0,-48.0,-26.0,-44.0,-79.0,-4.0,-10.0,-11.0,-13.0,-7.0,-15.0,-25.0,-15.0,3.0,-18.0,-34.0,-16.0,-33.0,-14.0,-49.0,-5.0,-31.0,4.0,-6.0,-11.0,-3.0,-2.0,5.0,4.0,-15.0,-28.0,-14.0,3.0,-16.0,-2.0,-47.0,-37.0,-37.0,-67.0
-29.0,-17.0,-8.0,-1.0,-6.0,-5.0,-7.0,-30.0,-11.0,-5.0,-14.0,-5.0,6.0,10.0,45.0,12.0,7.0,4.0,4.0,-11.0,-14.0,-68.0,-43.0,-85.0,-78.0,-49.0,-27.0,-13.0,-77.0,-97.0,-35.0,-24.0,-18.0,-13.0,-10.0,-18.0,-26.0,-37.0,-21.0,-31.0,-38.0,-30.0,-52.0,-2.0,-28.0,-15.0,-18.0,24.0,9.0,2.0,17.0,18.0,23.0,22.0,-5.0,-10.0,4.0,21.0,6.0,20.0,-26.0,-16.0,-9.0,-52.0
-34.0,-13.0,-12.0,-5.0,-3.0,-9.0,-13.0,-19.0,-1.0,5.0,-8.0,2.0,8.0,13.0,55.0,25.0,17.0,18.0,13.0,0.0,-11.0,-80.0,-45.0,-78.0,-96.0,-47.0,-36.0,-29.0,-48.0,-79.0,-26.0,-11.0,-10.0,-6.0,-3.0,-11.0,-19.0,-38.0,11.0,-12.0,-12.0,2.0,-41.0,-6.0,-5.0,18.0,3.0,37.0,20.0,10.0,25.0,27.0,35.0,34.0,12.0,2.0,8.0,30.0,14.0,22.0,-22.0,-5.0,2.0,-48.0
-18.0,11.0,9.0,12.0,11.0,6.0,5.0,11.0,17.0,16.0,7.0,13.0,24.0,21.0,62.0,43.0,30.0,25.0,18.0,3.0,-3.0,-43.0,-24.0,-65.0,-51.0,-19.0,-17.0,-26.0,-44.0,-37.0,9.0,6.0,4.0,6.0,0.0,-12.0,-49.0,-43.0,45.0,-6.0,-14.0,-21.0,-14.0,5.0,-4.0,-2.0,-3.0,29.0,10.0,-3.0,10.0,13.0,26.0,23.0,-4.0,-8.0,-3.0,18.0,1.0,14.0,-31.0,-14.0,-14.0,-51.0
-10.0,-1.0,-2.0,-5.0,1.0,-6.0,-2.0,1.0,2.0,3.0,-8.0,-6.0,5.0,1.0,47.0,21.0,14.0,9.0,1.0,-10.0,-16.0,-67.0,-40.0,-82.0,-78.0,-34.0,-25.0,-26.0,-79.0,-45.0,4.0,3.0,-6.0,-10.0,-6.0,-12.0,-17.0,-32.0,30.0,-22.0,-2.0,3.0,-49.0,1.0,-12.0,6.0,-1.0,20.0,8.0,-6.0,7.0,18.0,33.0,34.0,6.0,-16.0,-7.0,18.0,7.0,20.0,-38.0,-16.0,-16.0,-56.0
-5.0,2.0,6.0,-1.0,4.0,1.0,3.0,-7.0,5.0,7.0,-6.0,2.0,10.0,19.0,46.0,10.0,8.0,7.0,6.0,-5.0,-12.0,-50.0,-18.0,-62.0,-50.0,-21.0,-18.0,-46.0,-46.0,-44.0,-1.0,-3.0,-10.0,-12.0,-9.0,-17.0,-40.0,-41.0,14.0,-8.0,-31.0,-26.0,-26.0,29.0,-26.0,-27.0,-27.0,-17.0,-23.0,-37.0,-17.0,-11.0,12.0,5.0,-13.0,-38.0,-45.0,-18.0,-25.0,-17.0,-71.0,-47.0,-45.0,-89.0
-28.0,-17.0,-17.0,-16.0,-14.0,-17.0,-10.0,-24.0,-16.0,-13.0,-21.0,-12.0,-1.0,2.0,35.0,1.0,-3.0,-5.0,-7.0,-17.0,-17.0,-77.0,-42.0,-82.0,-74.0,-46.0,-34.0,-46.0,-72.0,-72.0,-32.0,-21.0,-25.0,-26.0,-20.0,-25.0,-46.0,-68.0,10.0,-46.0,-42.0,-5.0,-47.0,-8.0,-7.0,-19.0,-12.0,-1.0,-13.0,-22.0,-12.0,-5.0,18.0,8.0,-11.0,-40.0,-36.0,-12.0,-21.0,-11.0,-58.0,-36.0,-35.0,-68.0
-34.0,-25.0,-25.0,-23.0,-15.0,-20.0,-11.0,-40.0,-28.0,-12.0,-23.0,-10.0,3.0,3.0,29.0,-7.0,-8.0,-7.0,-4.0,-21.0,-17.0,-82.0,-49.0,-103.0,-84.0,-62.0,-42.0,-57.0,-65.0,-80.0,-35.0,-35.0,-37.0,-33.0,-29.0,-33.0,-40.0,-57.0,5.0,-37.0,-43.0,-24.0,-33.0,-9.0,-42.0,-34.0,-49.0,-21.0,-22.0,-26.0,-14.0,-11.0,6.0,1.0,-30.0,-55.0,-40.0,-16.0,-22.0,-25.0,-64.0,-46.0,-42.0,-82.0
-30.0,-21.0,-22.0,-22.0,-10.0,-17.0,-15.0,-35.0,-23.0,-8.0,-11.0,-3.0,11.0,1.0,21.0,-1.0,3.0,4.0,2.0,-12.0,-17.0,-60.0,-31.0,-86.0,-54.0,-47.0,-29.0,-26.0,-56.0,-53.0,-19.0,-8.0,-16.0,-7.0,-5.0,-12.0,-45.0,-30.0,27.0,-15.0,-8.0,-6.0,-32.0,5.0,-33.0,-22.0,-42.0,-12.0,-13.0,-15.0,-5.0,-5.0,12.0,5.0,-27.0,-53.0,-32.0,-13.0,-15.0,-16.0,-64.0,-36.0,-40.0,-77.0
