Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
21.0,72.0,78.0,36.0,37.0,31.0,1.0,25.0,37.0,32.0,40.0,31.0,12.0,13.0,-48.0,43.0,10.0,24.0,-4.0,-6.0,17.0,98.0,84.0,81.0,78.0,76.0,69.0,64.0,78.0,48.0,65.0,65.0,81.0,78.0,60.0,56.0,54.0,44.0,38.0,31.0,-6.0,24.0,-2.0,5.0,1.0,11.0,24.0,33.0,39.0,36.0,3.0,7.0,-4.0,-1.0,11.0,6.0,0.0,12.0,13.0,11.0,6.0,-19.0,1.0,8.0
17.0,65.0,78.0,35.0,36.0,32.0,2.0,25.0,36.0,33.0,41.0,33.0,13.0,18.0,-46.0,45.0,14.0,25.0,-4.0,-3.0,21.0,96.0,79.0,83.0,77.0,67.0,65.0,52.0,94.0,49.0,60.0,59.0,76.0,73.0,55.0,64.0,62.0,48.0,35.0,39.0,-11.0,26.0,11.0,6.0,6.0,16.0,27.0,38.0,46.0,45.0,7.0,9.0,-2.0,3.0,17.0,12.0,5.0,16.0,16.0,15.0,9.0,-18.0,2.0,7.0
10.0,56.0,72.0,29.0,29.0,22.0,-6.0,23.0,34.0,29.0,38.0,28.0,6.0,14.0,-43.0,46.0,11.0,21.0,-5.0,-10.0,22.0,78.0,64.0,74.0,62.0,58.0,52.0,36.0,97.0,45.0,50.0,50.0,63.0,61.0,40.0,53.0,51.0,34.0,35.0,29.0,-8.0,22.0,11.0,-1.0,11.0,14.0,31.0,41.0,47.0,46.0,7.0,7.0,-5.0,3.0,17.0,18.0,10.0,18.0,21.0,15.0,16.0,-6.0,9.0,16.0
6.0,53.0,62.0,22.0,21.0,13.0,-20.0,26.0,34.0,27.0,34.0,23.0,1.0,6.0,-40.0,48.0,8.0,17.0,-2.0,-10.0,22.0,64.0,53.0,57.0,57.0,51.0,44.0,33.0,68.0,50.0,49.0,49.0,58.0,56.0,34.0,45.0,43.0,24.0,41.0,14.0,3.0,24.0,10.0,4.0,19.0,16.0,42.0,49.0,48.0,47.0,8.0,9.0,-1.0,7.0,24.0,31.0,17.0,21.0,25.0,23.0,26.0,3.0,15.0,25.0
6.0,44.0,54.0,12.0,13.0,6.0,-27.0,27.0,29.0,19.0,25.0,15.0,-7.0,3.0,-43.0,42.0,2.0,8.0,-4.0,-16.0,22.0,43.0,32.0,39.0,35.0,35.0,31.0,15.0,50.0,49.0,36.0,37.0,45.0,44.0,19.0,26.0,26.0,12.0,34.0,12.0,7.0,19.0,0.0,1.0,23.0,15.0,49.0,52.0,50.0,48.0,7.0,8.0,-1.0,7.0,25.0,35.0,21.0,23.0,24.0,25.0,34.0,1.0,18.0,28.0
-2.0,34.0,48.0,4.0,7.0,-1.0,-35.0,22.0,24.0,13.0,23.0,11.0,-13.0,-4.0,-44.0,46.0,2.0,6.0,-4.0,-20.0,17.0,25.0,20.0,20.0,8.0,27.0,19.0,4.0,44.0,44.0,26.0,26.0,33.0,32.0,5.0,17.0,18.0,3.0,22.0,6.0,-7.0,11.0,9.0,-4.0,21.0,8.0,49.0,53.0,53.0,51.0,10.0,7.0,-3.0,5.0,19.0,36.0,24.0,26.0,23.0,24.0,37.0,1.0,20.0,30.0
-11.0,17.0,38.0,-6.0,-2.0,-11.0,-44.0,15.0,18.0,7.0,19.0,5.0,-16.0,-7.0,-50.0,44.0,1.0,2.0,-6.0,-21.0,16.0,15.0,7.0,12.0,11.0,5.0,7.0,-6.0,29.0,32.0,1.0,2.0,22.0,23.0,-3.0,14.0,15.0,1.0,15.0,10.0,-15.0,15.0,-12.0,-7.0,11.0,5.0,37.0,44.0,48.0,47.0,6.0,7.0,-4.0,4.0,16.0,25.0,18.0,23.0,22.0,20.0,29.0,-1.0,18.0,26.0
-3.0,3.0,37.0,-4.0,2.0,-8.0,-36.0,24.0,25.0,13.0,22.0,12.0,-9.0,4.0,-46.0,50.0,6.0,7.0,-2.0,-12.0,22.0,29.0,14.0,23.0,17.0,11.0,12.0,-1.0,29.0,41.0,15.0,17.0,32.0,32.0,5.0,21.0,21.0,11.0,30.0,22.0,8.0,23.0,-10.0,5.0,16.0,12.0,37.0,47.0,52.0,51.0,8.0,11.0,-2.0,6.0,17.0,20.0,17.0,22.0,23.0,17.0,25.0,-4.0,13.0,23.0
-7.0,29.0,41.0,-1.0,4.0,-7.0,-36.0,24.0,25.0,13.0,23.0,11.0,-13.0,-1.0,-48.0,48.0,2.0,5.0,-6.0,-16.0,16.0,12.0,1.0,-1.0,-2.0,3.0,2.0,-3.0,-11.0,40.0,18.0,18.0,23.0,23.0,-1.0,20.0,20.0,-2.0,17.0,10.0,-15.0,12.0,-15.0,2.0,3.0,3.0,22.0,32.0,39.0,38.0,-4.0,3.0,-12.0,-3.0,6.0,1.0,0.0,9.0,13.0,8.0,10.0,-19.0,3.0,14.0
-30.0,8.0,30.0,-8.0,-2.0,-8.0,-43.0,3.0,11.0,6.0,19.0,6.0,-13.0,-7.0,-62.0,40.0,-4.0,3.0,-8.0,-16.0,17.0,-1.0,-6.0,-2.0,-9.0,-11.0,-2.0,-16.0,15.0,34.0,3.0,5.0,22.0,23.0,-1.0,9.0,10.0,-2.0,8.0,10.0,-36.0,14.0,-5.0,1.0,-5.0,9.0,13.0,22.0,35.0,33.0,-2.0,6.0,-5.0,5.0,14.0,-8.0,-11.0,7.0,17.0,15.0,1.0,-25.0,4.0,13.0
-18.0,12.0,41.0,5.0,12.0,5.0,-27.0,10.0,21.0,17.0,31.0,20.0,2.0,6.0,-59.0,44.0,4.0,15.0,-3.0,-6.0,30.0,8.0,3.0,12.0,-1.0,7.0,11.0,-2.0,48.0,55.0,14.0,15.0,36.0,36.0,10.0,20.0,21.0,10.0,21.0,18.0,-19.0,21.0,-13.0,3.0,-2.0,14.0,12.0,18.0,30.0,29.0,-3.0,6.0,-4.0,4.0,16.0,-18.0,-18.0,2.0,14.0,14.0,-11.0,-30.0,1.0,11.0
-10.0,18.0,45.0,11.0,15.0,8.0,-21.0,12.0,19.0,14.0,29.0,20.0,0.0,3.0,-67.0,34.0,-4.0,11.0,-10.0,-13.0,24.0,5.0,-1.0,5.0,1.0,9.0,12.0,4.0,7.0,64.0,11.0,13.0,34.0,34.0,11.0,25.0,25.0,6.0,17.0,16.0,-24.0,16.0,-11.0,5.0,-5.0,11.0,6.0,10.0,18.0,16.0,-12.0,-2.0,-14.0,-2.0,13.0,-24.0,-20.0,-1.0,8.0,14.0,-11.0,-26.0,2.0,12.0
-25.0,12.0,35.0,3.0,7.0,4.0,-24.0,1.0,7.0,3.0,21.0,11.0,-10.0,-2.0,-77.0,25.0,-12.0,4.0,-14.0,-21.0,16.0,4.0,-4.0,-1.0,1.0,4.0,9.0,2.0,8.0,67.0,11.0,12.0,30.0,29.0,8.0,12.0,13.0,1.0,13.0,12.0,-29.0,10.0,-8.0,2.0,-8.0,3.0,8.0,10.0,20.0,18.0,-15.0,-6.0,-20.0,-10.0,5.0,-18.0,-13.0,1.0,3.0,10.0,-2.0,-23.0,1.0,10.0
-21.0,15.0,31.0,-4.0,-1.0,-6.0,-36.0,1.0,2.0,-4.0,12.0,1.0,-25.0,-15.0,-77.0,20.0,-20.0,-7.0,-25.0,-35.0,0.0,1.0,-9.0,-4.0,-8.0,-2.0,1.0,-13.0,17.0,68.0,8.0,10.0,21.0,20.0,-5.0,10.0,11.0,-2.0,11.0,2.0,-27.0,0.0,-2.0,-6.0,-10.0,-13.0,9.0,6.0,16.0,14.0,-26.0,-20.0,-34.0,-27.0,-8.0,-16.0,-13.0,-7.0,-11.0,-7.0,-3.0,-28.0,-8.0,7.0
-23.0,8.0,24.0,-15.0,-12.0,-21.0,-50.0,-1.0,-6.0,-10.0,3.0,-9.0,-36.0,-30.0,-76.0,18.0,-23.0,-13.0,-31.0,-43.0,-5.0,-10.0,-16.0,-4.0,-21.0,5.0,-1.0,-22.0,19.0,73.0,8.0,10.0,22.0,22.0,-7.0,8.0,10.0,-1.0,8.0,0.0,-23.0,0.0,-3.0,-6.0,-7.0,-12.0,13.0,12.0,23.0,21.0,-21.0,-16.0,-33.0,-24.0,-5.0,-11.0,-6.0,-5.0,-7.0,-3.0,-1.0,-30.0,-12.0,4.0
-20.0,13.0,32.0,-5.0,-3.0,-13.0,-42.0,4.0,2.0,-1.0,14.0,-1.0,-26.0,-26.0,-69.0,28.0,-13.0,-1.0,-25.0,-35.0,1.0,5.0,-10.0,-4.0,-3.0,-2.0,4.0,-8.0,22.0,79.0,10.0,11.0,28.0,27.0,3.0,13.0,14.0,2.0,10.0,4.0,-18.0,-1.0,-6.0,-3.0,-7.0,-8.0,12.0,15.0,26.0,25.0,-19.0,-15.0,-29.0,-24.0,-8.0,-12.0,-7.0,-7.0,-10.0,-9.0,0.0,-32.0,-14.0,7.0
-22.0,11.0,34.0,-2.0,0.0,-8.0,-36.0,5.0,5.0,1.0,15.0,1.0,-21.0,-18.0,-67.0,28.0,-14.0,-2.0,-30.0,-35.0,-1.0,4.0,-12.0,-6.0,6.0,-4.0,-1.0,-13.0,16.0,82.0,7.0,8.0,24.0,24.0,1.0,11.0,13.0,-1.0,10.0,14.0,-23.0,6.0,6.0,-3.0,-4.0,-7.0,12.0,11.0,23.0,21.0,-23.0,-18.0,-31.0,-26.0,-11.0,-15.0,-11.0,-12.0,-13.0,-11.0,-7.0,-34.0,-16.0,2.0
-22.0,10.0,34.0,-3.0,-2.0,-8.0,-35.0,5.0,6.0,2.0,16.0,3.0,-21.0,-17.0,-68.0,30.0,-15.0,0.0,-29.0,-32.0,6.0,-6.0,-17.0,-11.0,-9.0,-4.0,-5.0,-18.0,18.0,68.0,6.0,7.0,23.0,22.0,-1.0,8.0,10.0,-4.0,9.0,4.0,-31.0,7.0,-5.0,5.0,-6.0,-5.0,7.0,6.0,18.0,16.0,-25.0,-19.0,-31.0,-24.0,-9.0,-24.0,-20.0,-15.0,-12.0,-9.0,-17.0,-36.0,-20.0,-2.0
-26.0,4.0,28.0,-6.0,-5.0,-12.0,-38.0,1.0,-1.0,-5.0,12.0,-1.0,-24.0,-21.0,-75.0,22.0,-23.0,-5.0,-34.0,-35.0,1.0,-17.0,-26.0,-18.0,-19.0,-13.0,-12.0,-22.0,4.0,45.0,-3.0,-1.0,16.0,16.0,-8.0,-1.0,1.0,-13.0,2.0,-1.0,-35.0,1.0,-8.0,-1.0,-14.0,-10.0,-2.0,-3.0,7.0,5.0,-33.0,-25.0,-36.0,-27.0,-10.0,-37.0,-31.0,-21.0,-15.0,-7.0,-22.0,-40.0,-21.0,-4.0
-33.0,-1.0,20.0,-12.0,-10.0,-18.0,-43.0,-4.0,-11.0,-14.0,3.0,-8.0,-30.0,-24.0,-84.0,14.0,-32.0,-14.0,-37.0,-42.0,-6.0,-21.0,-29.0,-26.0,-21.0,-16.0,-17.0,-24.0,-24.0,40.0,-4.0,-2.0,11.0,12.0,-12.0,-6.0,-4.0,-17.0,-1.0,-4.0,-33.0,-1.0,1.0,-8.0,-13.0,-12.0,-3.0,-6.0,5.0,3.0,-32.0,-25.0,-38.0,-28.0,-3.0,-36.0,-30.0,-17.0,-13.0,-4.0,-17.0,-37.0,-17.0,-2.0
-33.0,-5.0,18.0,-17.0,-14.0,-21.0,-50.0,-4.0,-12.0,-15.0,-1.0,-12.0,-34.0,-27.0,-84.0,16.0,-33.0,-17.0,-34.0,-43.0,-7.0,-29.0,-37.0,-40.0,-33.0,-24.0,-25.0,-31.0,-26.0,37.0,-9.0,-7.0,6.0,6.0,-15.0,-15.0,-13.0,-23.0,-5.0,-11.0,-24.0,-4.0,-12.0,-10.0,-11.0,-12.0,2.0,-3.0,11.0,9.0,-25.0,-20.0,-34.0,-25.0,-4.0,-29.0,-19.0,-7.0,-10.0,-4.0,-8.0,-29.0,-13.0,4.0
-31.0,-6.0,18.0,-17.0,-14.0,-23.0,-50.0,3.0,-8.0,-7.0,6.0,-9.0,-35.0,-29.0,-77.0,27.0,-25.0,-9.0,-27.0,-40.0,-4.0,-24.0,-32.0,-22.0,-26.0,-21.0,-23.0,-34.0,6.0,44.0,-6.0,-4.0,11.0,11.0,-12.0,-12.0,-10.0,-12.0,1.0,-3.0,-16.0,4.0,-3.0,-11.0,1.0,-10.0,19.0,15.0,28.0,25.0,-10.0,-8.0,-23.0,-16.0,-4.0,-6.0,1.0,7.0,-1.0,1.0,12.0,-14.0,-2.0,20.0
-21.0,4.0,27.0,-8.0,-6.0,-15.0,-39.0,16.0,2.0,0.0,15.0,-2.0,-30.0,-20.0,-63.0,36.0,-18.0,-1.0,-17.0,-37.0,1.0,-20.0,-27.0,-20.0,-17.0,-15.0,-20.0,-21.0,-9.0,62.0,3.0,4.0,15.0,15.0,-7.0,-1.0,2.0,-14.0,12.0,-1.0,-6.0,-1.0,-4.0,-4.0,5.0,-13.0,21.0,17.0,25.0,23.0,-17.0,-12.0,-31.0,-25.0,-10.0,-10.0,-4.0,-3.0,-8.0,-4.0,2.0,-24.0,-11.0,11.0
-26.0,4.0,21.0,-15.0,-14.0,-22.0,-44.0,7.0,-4.0,-10.0,7.0,-11.0,-36.0,-34.0,-71.0,26.0,-27.0,-10.0,-30.0,-49.0,-8.0,-30.0,-35.0,-31.0,-22.0,-16.0,-24.0,-31.0,-18.0,70.0,-2.0,-1.0,10.0,11.0,-15.0,-16.0,-14.0,-25.0,3.0,-10.0,-24.0,-7.0,5.0,-1.0,-3.0,-13.0,11.0,9.0,17.0,14.0,-25.0,-21.0,-40.0,-32.0,-13.0,-17.0,-13.0,-11.0,-17.0,-14.0,-12.0,-31.0,-18.0,5.0
-32.0,-5.0,18.0,-17.0,-16.0,-24.0,-40.0,-3.0,-10.0,-10.0,7.0,-11.0,-33.0,-33.0,-80.0,22.0,-28.0,-10.0,-36.0,-46.0,-8.0,-35.0,-40.0,-34.0,-46.0,-21.0,-30.0,-40.0,3.0,64.0,-13.0,-11.0,7.0,8.0,-22.0,-31.0,-27.0,-27.0,-4.0,-9.0,-40.0,-6.0,-7.0,-6.0,-14.0,-11.0,3.0,3.0,14.0,11.0,-28.0,-28.0,-42.0,-35.0,-15.0,-24.0,-18.0,-15.0,-18.0,-16.0,-13.0,-34.0,-22.0,1.0
-36.0,-13.0,14.0,-21.0,-19.0,-30.0,-46.0,-7.0,-13.0,-15.0,3.0,-14.0,-39.0,-39.0,-86.0,19.0,-29.0,-14.0,-42.0,-47.0,-13.0,-42.0,-50.0,-48.0,-43.0,-33.0,-36.0,-42.0,-24.0,78.0,-17.0,-14.0,1.0,2.0,-29.0,-29.0,-24.0,-37.0,-1.0,-16.0,-32.0,-14.0,-14.0,-4.0,-15.0,-15.0,2.0,-1.0,11.0,9.0,-31.0,-33.0,-45.0,-37.0,-13.0,-25.0,-23.0,-18.0,-21.0,-15.0,-15.0,-36.0,-23.0,2.0
-37.0,-12.0,10.0,-25.0,-22.0,-35.0,-54.0,-9.0,-16.0,-20.0,-2.0,-16.0,-43.0,-45.0,-86.0,14.0,-33.0,-18.0,-46.0,-49.0,-16.0,-39.0,-50.0,-44.0,-25.0,-33.0,-33.0,-45.0,-34.0,93.0,-14.0,-12.0,-1.0,0.0,-28.0,-10.0,-7.0,-32.0,-4.0,-14.0,-36.0,-12.0,-5.0,-3.0,-16.0,-14.0,2.0,-3.0,8.0,6.0,-33.0,-36.0,-46.0,-38.0,-14.0,-27.0,-29.0,-22.0,-23.0,-17.0,-22.0,-42.0,-27.0,-3.0
-39.0,-11.0,12.0,-23.0,-20.0,-29.0,-45.0,-10.0,-14.0,-16.0,1.0,-13.0,-37.0,-39.0,-88.0,13.0,-32.0,-15.0,-46.0,-44.0,-12.0,-42.0,-47.0,-41.0,-39.0,-24.0,-25.0,-48.0,-25.0,90.0,-15.0,-13.0,4.0,4.0,-24.0,-11.0,-8.0,-31.0,-6.0,-10.0,-41.0,-6.0,-10.0,-5.0,-23.0,-13.0,-7.0,-7.0,7.0,5.0,-32.0,-33.0,-42.0,-34.0,-15.0,-37.0,-32.0,-24.0,-22.0,-18.0,-29.0,-45.0,-29.0,-10.0
-38.0,-11.0,20.0,-15.0,-12.0,-21.0,-40.0,-7.0,-8.0,-9.0,9.0,-3.0,-27.0,-27.0,-83.0,18.0,-25.0,-6.0,-40.0,-35.0,-3.0,-30.0,-40.0,-34.0,-32.0,-26.0,-17.0,-39.0,-7.0,109.0,-10.0,-8.0,11.0,12.0,-18.0,-21.0,-18.0,-26.0,1.0,-6.0,-30.0,-4.0,-6.0,-5.0,-19.0,-10.0,-3.0,2.0,17.0,14.0,-25.0,-25.0,-33.0,-28.0,-10.0,-27.0,-22.0,-16.0,-18.0,-12.0,-19.0,-36.0,-24.0,-4.0
-30.0,-3.0,24.0,-9.0,-4.0,-15.0,-37.0,-1.0,-2.0,-4.0,15.0,3.0,-20.0,-18.0,-72.0,21.0,-17.0,-1.0,-32.0,-30.0,4.0,-27.0,-41.0,-32.0,-24.0,-21.0,-15.0,-32.0,-2.0,129.0,-5.0,-4.0,13.0,14.0,-15.0,-7.0,-4.0,-14.0,1.0,6.0,-35.0,3.0,-11.0,-7.0,-13.0,-5.0,5.0,11.0,22.0,21.0,-20.0,-16.0,-24.0,-20.0,-2.0,-16.0,-15.0,-11.0,-9.0,-2.0,-13.0,-28.0,-17.0,2.0
-31.0,-3.0,21.0,-8.0,-4.0,-15.0,-39.0,-1.0,-4.0,-3.0,15.0,3.0,-22.0,-19.0,-73.0,22.0,-16.0,-1.0,-27.0,-32.0,2.0,-31.0,-41.0,-33.0,-27.0,-18.0,-17.0,-34.0,-8.0,141.0,-5.0,-3.0,12.0,13.0,-16.0,-10.0,-7.0,-18.0,7.0,-10.0,-32.0,-4.0,-3.0,-8.0,-12.0,-10.0,5.0,12.0,23.0,22.0,-21.0,-16.0,-27.0,-22.0,-7.0,-15.0,-13.0,-8.0,-10.0,-7.0,-8.0,-28.0,-16.0,4.0
-24.0,5.0,23.0,-8.0,-5.0,-17.0,-46.0,8.0,1.0,1.0,17.0,1.0,-27.0,-27.0,-68.0,30.0,-12.0,1.0,-27.0,-37.0,-2.0,-24.0,-36.0,-37.0,-16.0,-10.0,-13.0,-28.0,-22.0,152.0,8.0,10.0,22.0,21.0,-8.0,-6.0,-2.0,-23.0,21.0,-9.0,-21.0,-6.0,19.0,-12.0,2.0,-14.0,17.0,20.0,33.0,31.0,-14.0,-12.0,-25.0,-21.0,-7.0,-4.0,-2.0,-2.0,-7.0,-2.0,3.0,-22.0,-11.0,6.0
-14.0,16.0,32.0,-1.0,1.0,-9.0,-37.0,17.0,6.0,5.0,23.0,4.0,-23.0,-29.0,-57.0,37.0,-7.0,5.0,-21.0,-34.0,3.0,-22.0,-31.0,-23.0,-12.0,-8.0,-14.0,-39.0,1.0,155.0,11.0,12.0,19.0,20.0,-8.0,-11.0,-7.0,-24.0,26.0,-11.0,-14.0,-12.0,18.0,-10.0,3.0,-11.0,20.0,24.0,37.0,35.0,-8.0,-8.0,-22.0,-16.0,-4.0,-3.0,2.0,4.0,-1.0,1.0,8.0,-18.0,-8.0,4.0
-15.0,13.0,26.0,-6.0,-4.0,-16.0,-44.0,18.0,5.0,3.0,22.0,1.0,-27.0,-34.0,-57.0,39.0,-6.0,6.0,-17.0,-33.0,3.0,-27.0,-37.0,-34.0,-21.0,-10.0,-17.0,-32.0,-27.0,154.0,10.0,11.0,19.0,19.0,-10.0,-7.0,-4.0,-22.0,24.0,-12.0,-4.0,-10.0,13.0,-10.0,3.0,-9.0,21.0,25.0,40.0,39.0,0.0,-2.0,-14.0,-10.0,0.0,1.0,7.0,14.0,8.0,5.0,18.0,-7.0,3.0,21.0
-10.0,15.0,34.0,5.0,7.0,-6.0,-35.0,22.0,12.0,12.0,33.0,14.0,-13.0,-20.0,-55.0,46.0,2.0,18.0,-8.0,-18.0,15.0,-23.0,-35.0,-27.0,-30.0,-1.0,-7.0,-26.0,-12.0,153.0,12.0,13.0,31.0,30.0,3.0,-1.0,1.0,-12.0,23.0,0.0,-14.0,2.0,12.0,0.0,7.0,1.0,27.0,30.0,49.0,46.0,10.0,6.0,-3.0,-2.0,9.0,7.0,16.0,23.0,16.0,11.0,26.0,-2.0,9.0,26.0
-16.0,12.0,36.0,11.0,13.0,0.0,-29.0,11.0,8.0,11.0,35.0,19.0,-10.0,-18.0,-59.0,46.0,2.0,18.0,-5.0,-16.0,19.0,-18.0,-30.0,-23.0,-11.0,-11.0,-7.0,-36.0,8.0,145.0,5.0,5.0,26.0,25.0,-1.0,-13.0,-10.0,-13.0,12.0,1.0,-25.0,1.0,9.0,1.0,2.0,-2.0,25.0,30.0,49.0,46.0,10.0,7.0,-4.0,-2.0,8.0,10.0,19.0,27.0,18.0,13.0,30.0,3.0,12.0,24.0
-25.0,2.0,27.0,1.0,5.0,-7.0,-30.0,3.0,2.0,5.0,30.0,14.0,-15.0,-22.0,-60.0,44.0,-1.0,14.0,-1.0,-16.0,16.0,-27.0,-36.0,-30.0,-21.0,-14.0,-12.0,-30.0,1.0,135.0,-2.0,-1.0,25.0,24.0,-3.0,-10.0,-7.0,-14.0,4.0,2.0,-26.0,2.0,8.0,-2.0,-1.0,2.0,27.0,35.0,50.0,49.0,13.0,13.0,1.0,4.0,13.0,15.0,26.0,32.0,23.0,21.0,34.0,9.0,17.0,26.0
