Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
-4.0,2.0,-8.0,-12.0,2.0,-3.0,-9.0,-11.0,-108.0,-24.0,-30.0,-23.0,-15.0,-14.0,-30.0,-78.0,-27.0,-45.0,-51.0,-33.0,-20.0,-31.0,-22.0,-48.0,-27.0,-19.0,-28.0,-44.0,-13.0,-42.0,-7.0,-22.0,-21.0,-23.0,-29.0,-22.0,-18.0,-43.0,-14.0,-26.0,-29.0,-11.0,-3.0,-23.0,-18.0,-21.0,10.0,-12.0,-30.0,-57.0,-90.0,-59.0,-32.0,-34.0,-38.0,-11.0,-15.0,-58.0,-42.0,-32.0,-39.0,-29.0,-31.0,-14.0
-16.0,-3.0,-11.0,-18.0,-9.0,-18.0,-25.0,-22.0,-120.0,-15.0,-16.0,-15.0,-16.0,-17.0,-17.0,-62.0,-12.0,-35.0,-31.0,-23.0,-17.0,-14.0,-15.0,-50.0,20.0,-10.0,-21.0,-25.0,-22.0,-8.0,-16.0,-6.0,-2.0,-8.0,-17.0,-15.0,-15.0,-19.0,-2.0,-11.0,29.0,-6.0,1.0,-2.0,29.0,-10.0,33.0,18.0,-1.0,-14.0,-45.0,-31.0,-1.0,-14.0,-22.0,11.0,13.0,-29.0,-19.0,-12.0,-15.0,-10.0,-14.0,-4.0
7.0,34.0,16.0,7.0,8.0,-4.0,-3.0,10.0,-76.0,16.0,10.0,6.0,9.0,5.0,12.0,-36.0,16.0,-12.0,-11.0,-6.0,2.0,-3.0,-6.0,-7.0,1.0,-1.0,-12.0,-18.0,-16.0,-17.0,3.0,1.0,4.0,-1.0,1.0,-3.0,-5.0,0.0,20.0,-4.0,31.0,14.0,11.0,10.0,3.0,8.0,30.0,18.0,-1.0,-18.0,-45.0,-26.0,8.0,-6.0,-7.0,-2.0,3.0,-27.0,-13.0,-10.0,-19.0,-16.0,-15.0,-13.0
10.0,18.0,1.0,-6.0,5.0,-11.0,-2.0,4.0,-85.0,2.0,-4.0,-7.0,7.0,-4.0,-14.0,-56.0,2.0,-25.0,-31.0,-8.0,-5.0,-26.0,-18.0,-27.0,-49.0,-30.0,-31.0,-39.0,-23.0,-58.0,2.0,-27.0,-26.0,-26.0,-19.0,-16.0,-14.0,-23.0,-8.0,-22.0,-10.0,-1.0,-9.0,-5.0,-15.0,1.0,4.0,-8.0,-25.0,-44.0,-63.0,-43.0,-17.0,-13.0,-16.0,-20.0,-18.0,-45.0,-25.0,-20.0,-35.0,-29.0,-27.0,-22.0
-25.0,-22.0,-32.0,-37.0,-22.0,-33.0,-13.0,-13.0,-127.0,-27.0,-30.0,-25.0,-5.0,-17.0,-31.0,-74.0,-11.0,-31.0,-45.0,-15.0,-11.0,-48.0,-39.0,-68.0,-71.0,-60.0,-46.0,-79.0,-49.0,-62.0,-23.0,-46.0,-46.0,-45.0,-38.0,-33.0,-22.0,-34.0,-20.0,-25.0,-27.0,0.0,-12.0,-7.0,5.0,-3.0,3.0,-13.0,-37.0,-54.0,-68.0,-52.0,-30.0,-20.0,-20.0,-16.0,-14.0,-49.0,-28.0,-20.0,-35.0,-23.0,-28.0,-22.0
-31.0,-15.0,-35.0,-41.0,-32.0,-37.0,-11.0,-23.0,-124.0,-37.0,-45.0,-33.0,-7.0,-10.0,-29.0,-74.0,-25.0,-39.0,-48.0,-21.0,-10.0,-42.0,-18.0,-39.0,-20.0,-27.0,-33.0,-35.0,-36.0,-39.0,-32.0,-31.0,-33.0,-33.0,-28.0,-24.0,-15.0,-16.0,-10.0,6.0,4.0,11.0,-1.0,-27.0,-15.0,2.0,4.0,-10.0,-30.0,-53.0,-60.0,-40.0,-15.0,-13.0,-21.0,-11.0,-7.0,-35.0,-18.0,-13.0,-30.0,-15.0,-20.0,-23.0
-11.0,-15.0,-24.0,-29.0,-27.0,-25.0,1.0,-18.0,-111.0,-25.0,-33.0,-22.0,-4.0,-1.0,-30.0,-68.0,-11.0,-34.0,-35.0,-11.0,-5.0,-43.0,-26.0,-45.0,-61.0,-29.0,-36.0,-32.0,-21.0,-42.0,-16.0,-23.0,-27.0,-31.0,-26.0,-13.0,-10.0,-22.0,-5.0,8.0,-3.0,-7.0,-8.0,4.0,-22.0,3.0,3.0,-6.0,-21.0,-31.0,-41.0,-13.0,4.0,1.0,-13.0,-14.0,-4.0,-19.0,-3.0,-10.0,-26.0,-12.0,-11.0,-22.0
-21.0,-24.0,-15.0,-22.0,-16.0,-16.0,-2.0,-13.0,-116.0,-15.0,-21.0,-12.0,-3.0,2.0,-18.0,-59.0,-4.0,-15.0,-27.0,-4.0,-4.0,-30.0,-25.0,-22.0,-17.0,-29.0,-32.0,-42.0,7.0,-22.0,-25.0,-35.0,-25.0,-25.0,-30.0,-22.0,-17.0,4.0,-5.0,0.0,15.0,-25.0,-3.0,8.0,27.0,7.0,6.0,-6.0,-21.0,-31.0,-52.0,-13.0,3.0,-5.0,-7.0,-18.0,-10.0,-20.0,-5.0,-9.0,-33.0,-14.0,-14.0,-14.0
-24.0,-28.0,-15.0,-22.0,-13.0,-21.0,-1.0,-23.0,-107.0,-21.0,-23.0,-14.0,-3.0,5.0,-21.0,-73.0,-17.0,-13.0,-37.0,-6.0,-1.0,-12.0,-12.0,-22.0,-3.0,-26.0,-20.0,-13.0,7.0,-27.0,-25.0,-32.0,-24.0,-21.0,-20.0,-20.0,-11.0,16.0,-7.0,2.0,12.0,26.0,-1.0,-17.0,-13.0,5.0,0.0,-17.0,-26.0,-51.0,-64.0,-29.0,-13.0,-16.0,-16.0,-27.0,-22.0,-36.0,-20.0,-21.0,-37.0,-26.0,-24.0,-18.0
-31.0,-44.0,-24.0,-29.0,-18.0,-22.0,-5.0,-22.0,-104.0,-34.0,-30.0,-21.0,-17.0,-11.0,-26.0,-80.0,-27.0,-22.0,-34.0,-9.0,-5.0,-20.0,-16.0,-32.0,-40.0,-33.0,-15.0,-4.0,-31.0,-29.0,-12.0,-14.0,-8.0,-11.0,0.0,6.0,3.0,11.0,2.0,2.0,9.0,33.0,39.0,16.0,5.0,11.0,21.0,-2.0,-8.0,-38.0,-58.0,-21.0,-3.0,-6.0,-6.0,-5.0,-6.0,-21.0,-12.0,-7.0,-17.0,-3.0,-12.0,-1.0
5.0,-13.0,-1.0,-7.0,4.0,6.0,16.0,2.0,-78.0,-11.0,-19.0,-8.0,-14.0,2.0,-8.0,-61.0,-22.0,-11.0,-26.0,-10.0,-5.0,-20.0,-3.0,-10.0,-61.0,0.0,-10.0,-23.0,-22.0,-36.0,-12.0,-18.0,-10.0,-12.0,0.0,4.0,5.0,-3.0,-2.0,-2.0,-2.0,0.0,7.0,5.0,14.0,-6.0,11.0,-17.0,-31.0,-61.0,-82.0,-44.0,-20.0,-29.0,-29.0,-23.0,-30.0,-46.0,-35.0,-29.0,-41.0,-26.0,-39.0,-32.0
-22.0,-28.0,-21.0,-24.0,-18.0,-16.0,-9.0,-29.0,-102.0,-30.0,-35.0,-26.0,-28.0,-21.0,-30.0,-82.0,-43.0,-32.0,-44.0,-21.0,-23.0,-55.0,-54.0,-96.0,-83.0,-39.0,-33.0,-70.0,-72.0,-67.0,-61.0,-39.0,-29.0,-24.0,-16.0,-13.0,-26.0,-35.0,-23.0,-27.0,-14.0,-11.0,-33.0,-24.0,-10.0,-16.0,5.0,-20.0,-35.0,-58.0,-76.0,-43.0,-18.0,-27.0,-33.0,-22.0,-29.0,-44.0,-27.0,-26.0,-38.0,-27.0,-34.0,-35.0
-27.0,-36.0,-16.0,-21.0,-17.0,-22.0,-17.0,-12.0,-118.0,-27.0,-29.0,-20.0,-27.0,-21.0,-23.0,-82.0,-42.0,-29.0,-39.0,-20.0,-16.0,-42.0,-39.0,-22.0,-33.0,-36.0,-29.0,-32.0,-27.0,-33.0,-27.0,-12.0,-17.0,-22.0,-22.0,-15.0,-22.0,-13.0,16.0,-22.0,13.0,2.0,8.0,-1.0,-14.0,-15.0,8.0,-16.0,-32.0,-54.0,-83.0,-48.0,-20.0,-32.0,-40.0,-14.0,-31.0,-46.0,-33.0,-32.0,-43.0,-35.0,-31.0,-37.0
25.0,-11.0,-11.0,-20.0,-21.0,-22.0,-1.0,16.0,-90.0,-26.0,-37.0,-25.0,-21.0,-15.0,-13.0,-74.0,-41.0,-28.0,-39.0,-20.0,-17.0,5.0,7.0,13.0,15.0,-1.0,-13.0,-22.0,3.0,-16.0,19.0,6.0,-2.0,-11.0,-17.0,-3.0,-12.0,-3.0,41.0,7.0,30.0,1.0,45.0,3.0,14.0,-7.0,20.0,-6.0,-23.0,-47.0,-65.0,-33.0,0.0,-16.0,-35.0,-9.0,-23.0,-29.0,-19.0,-20.0,-39.0,-22.0,-22.0,-22.0
-3.0,-13.0,-10.0,-10.0,-14.0,-13.0,-2.0,-15.0,-61.0,-18.0,-22.0,-8.0,-2.0,-4.0,-25.0,-68.0,-29.0,-8.0,-17.0,2.0,-3.0,-14.0,-27.0,-41.0,0.0,-7.0,-14.0,-41.0,-49.0,4.0,-18.0,-7.0,1.0,-6.0,-14.0,-4.0,-26.0,-25.0,16.0,-6.0,3.0,4.0,43.0,-6.0,-14.0,-4.0,17.0,-3.0,-20.0,-42.0,-44.0,-15.0,7.0,-7.0,-25.0,-13.0,-15.0,-20.0,-5.0,-17.0,-32.0,-13.0,-19.0,-11.0
-8.0,-21.0,-2.0,0.0,-14.0,-13.0,-13.0,1.0,-51.0,-5.0,-13.0,-5.0,-2.0,-5.0,-10.0,-58.0,-17.0,8.0,-20.0,-1.0,-4.0,-29.0,-31.0,-50.0,-29.0,-9.0,-15.0,-20.0,-62.0,-8.0,-20.0,-9.0,3.0,-7.0,-15.0,-24.0,-26.0,-34.0,12.0,-15.0,16.0,0.0,1.0,-49.0,33.0,-13.0,17.0,2.0,-18.0,-39.0,-47.0,-26.0,-13.0,-20.0,-34.0,-12.0,-15.0,-30.0,-24.0,-28.0,-33.0,-26.0,-33.0,-14.0
5.0,-12.0,-6.0,-6.0,-16.0,-25.0,-21.0,-1.0,-62.0,-12.0,-21.0,-15.0,-12.0,-13.0,-6.0,-59.0,-25.0,-15.0,-29.0,-20.0,-14.0,-30.0,-32.0,-72.0,-17.0,-9.0,-16.0,-23.0,-65.0,-16.0,12.0,7.0,4.0,-8.0,-12.0,-17.0,-4.0,-35.0,7.0,-19.0,24.0,-5.0,8.0,-16.0,12.0,-13.0,14.0,-3.0,-18.0,-40.0,-46.0,-31.0,-27.0,-17.0,-30.0,-4.0,-13.0,-26.0,-22.0,-17.0,-22.0,-14.0,-16.0,-3.0
13.0,-14.0,-2.0,-4.0,-10.0,-15.0,-10.0,7.0,-74.0,-7.0,-14.0,-8.0,-6.0,-5.0,-4.0,-55.0,-10.0,-6.0,-12.0,-16.0,-3.0,-12.0,-13.0,-66.0,-4.0,4.0,-7.0,-28.0,-43.0,16.0,22.0,20.0,14.0,0.0,-1.0,-6.0,-3.0,-11.0,27.0,14.0,34.0,-17.0,53.0,56.0,19.0,-7.0,41.0,18.0,3.0,-15.0,-10.0,-8.0,-10.0,3.0,-16.0,23.0,11.0,-5.0,3.0,0.0,1.0,9.0,9.0,12.0
27.0,-11.0,7.0,3.0,-6.0,-10.0,-2.0,23.0,-65.0,4.0,-5.0,-3.0,-5.0,-4.0,12.0,-46.0,3.0,5.0,-10.0,-14.0,-4.0,-13.0,-9.0,-10.0,-18.0,-1.0,-11.0,-62.0,-41.0,6.0,9.0,12.0,3.0,-12.0,-17.0,-22.0,-31.0,-14.0,45.0,-11.0,52.0,-2.0,63.0,-13.0,62.0,-5.0,58.0,30.0,7.0,-5.0,-2.0,-7.0,-2.0,8.0,-14.0,37.0,26.0,5.0,8.0,6.0,16.0,11.0,8.0,25.0
42.0,-3.0,9.0,4.0,-9.0,-18.0,-16.0,39.0,-40.0,16.0,5.0,5.0,2.0,-4.0,29.0,-26.0,14.0,18.0,7.0,4.0,15.0,-4.0,6.0,-12.0,12.0,18.0,6.0,-14.0,-32.0,30.0,42.0,43.0,30.0,12.0,4.0,-10.0,-33.0,-4.0,80.0,-15.0,83.0,18.0,101.0,-3.0,90.0,26.0,106.0,71.0,46.0,43.0,17.0,21.0,31.0,35.0,18.0,95.0,76.0,43.0,38.0,38.0,71.0,69.0,49.0,94.0
79.0,22.0,43.0,36.0,23.0,13.0,4.0,73.0,-16.0,42.0,34.0,26.0,24.0,11.0,52.0,-11.0,32.0,33.0,24.0,14.0,22.0,-8.0,-1.0,-36.0,-11.0,23.0,8.0,-17.0,-36.0,15.0,45.0,53.0,35.0,17.0,15.0,1.0,-25.0,-17.0,46.0,-23.0,53.0,-3.0,73.0,-5.0,37.0,4.0,88.0,48.0,23.0,7.0,-24.0,-9.0,11.0,11.0,-9.0,64.0,41.0,5.0,14.0,11.0,33.0,40.0,23.0,73.0
33.0,-29.0,-1.0,-4.0,-12.0,-28.0,-33.0,-9.0,-63.0,-17.0,-24.0,-30.0,-18.0,-31.0,-26.0,-78.0,-33.0,-35.0,-42.0,-45.0,-24.0,-72.0,-60.0,-63.0,-59.0,-40.0,-46.0,-83.0,-91.0,-72.0,-52.0,-19.0,-31.0,-37.0,-41.0,-45.0,-52.0,-75.0,-33.0,-62.0,-20.0,-38.0,-5.0,-48.0,-15.0,-30.0,11.0,-18.0,-41.0,-65.0,-80.0,-57.0,-33.0,-23.0,-33.0,-11.0,-24.0,-52.0,-25.0,-19.0,-37.0,-20.0,-23.0,3.0
-17.0,-62.0,-35.0,-38.0,-41.0,-58.0,-51.0,-37.0,-98.0,-47.0,-56.0,-56.0,-40.0,-46.0,-52.0,-90.0,-58.0,-61.0,-62.0,-56.0,-34.0,-59.0,-55.0,-106.0,-43.0,-59.0,-45.0,-44.0,-99.0,-45.0,-35.0,-36.0,-34.0,-41.0,-49.0,-55.0,-39.0,-59.0,-30.0,-49.0,-29.0,-30.0,-68.0,-59.0,-36.0,-27.0,-46.0,-58.0,-73.0,-100.0,-102.0,-82.0,-63.0,-44.0,-37.0,-72.0,-71.0,-90.0,-52.0,-47.0,-95.0,-72.0,-64.0,-73.0
-77.0,-96.0,-60.0,-59.0,-62.0,-76.0,-66.0,-77.0,-135.0,-76.0,-85.0,-82.0,-67.0,-62.0,-101.0,-135.0,-90.0,-92.0,-91.0,-86.0,-62.0,-95.0,-83.0,-119.0,-99.0,-76.0,-84.0,-75.0,-121.0,-77.0,-80.0,-78.0,-78.0,-83.0,-93.0,-95.0,-89.0,-60.0,-80.0,-68.0,-98.0,-53.0,-142.0,-17.0,-133.0,-51.0,-118.0,-119.0,-124.0,-145.0,-134.0,-118.0,-97.0,-79.0,-64.0,-136.0,-125.0,-125.0,-84.0,-77.0,-147.0,-119.0,-100.0,-128.0
-108.0,-128.0,-95.0,-93.0,-94.0,-103.0,-94.0,-112.0,-164.0,-105.0,-109.0,-109.0,-91.0,-77.0,-142.0,-163.0,-116.0,-113.0,-117.0,-98.0,-81.0,-112.0,-106.0,-96.0,-108.0,-101.0,-106.0,-114.0,-96.0,-125.0,-101.0,-98.0,-92.0,-95.0,-103.0,-110.0,-99.0,-59.0,-106.0,-65.0,-130.0,-54.0,-135.0,-32.0,-159.0,-49.0,-124.0,-123.0,-124.0,-140.0,-124.0,-109.0,-86.0,-70.0,-57.0,-128.0,-115.0,-112.0,-73.0,-65.0,-133.0,-102.0,-87.0,-107.0
-89.0,-105.0,-76.0,-79.0,-73.0,-82.0,-72.0,-91.0,-158.0,-87.0,-91.0,-87.0,-73.0,-60.0,-124.0,-147.0,-99.0,-84.0,-95.0,-78.0,-64.0,-95.0,-78.0,-81.0,-99.0,-76.0,-73.0,-85.0,-89.0,-125.0,-52.0,-51.0,-56.0,-61.0,-68.0,-72.0,-58.0,-42.0,-86.0,-43.0,-114.0,-42.0,-78.0,-3.0,-106.0,-32.0,-79.0,-80.0,-88.0,-106.0,-101.0,-77.0,-63.0,-45.0,-38.0,-74.0,-66.0,-70.0,-38.0,-40.0,-74.0,-50.0,-46.0,-52.0
